route_id,town,scenario_types,dataset,same_town_scenario_clip_count,trigger_distance_checked,status
3248,Town13,ParkingCrossingPedestrian,b2d_full,18,false,counted
3248,Town13,ParkingCrossingPedestrian,tfv6_lead,not determinable,false,not determinable
3248,Town13,ParkingCrossingPedestrian,bridgedrive_lead,not determinable,false,not determinable
3248,Town13,ParkingCrossingPedestrian,simlingo,not determinable,false,not determinable
3248,Town13,ParkingCrossingPedestrian,blue,not determinable,false,not determinable
3255,Town13,ParkingCrossingPedestrian,b2d_base,5,false,counted
3255,Town13,ParkingCrossingPedestrian,b2d_full,18,false,counted
3255,Town13,ParkingCrossingPedestrian,tfv6_lead,not determinable,false,not determinable
3255,Town13,ParkingCrossingPedestrian,bridgedrive_lead,not determinable,false,not determinable
3255,Town13,ParkingCrossingPedestrian,simlingo,not determinable,false,not determinable
3255,Town13,ParkingCrossingPedestrian,blue,not determinable,false,not determinable
3307,Town13,Accident,b2d_base,3,false,counted
3307,Town13,Accident,b2d_full,11,false,counted
3307,Town13,Accident,tfv6_lead,not determinable,false,not determinable
3307,Town13,Accident,bridgedrive_lead,not determinable,false,not determinable
3307,Town13,Accident,simlingo,not determinable,false,not determinable
3307,Town13,Accident,blue,not determinable,false,not determinable
3364,Town13,YieldToEmergencyVehicle,b2d_base,5,false,counted
3364,Town13,YieldToEmergencyVehicle,b2d_full,3,false,counted
3364,Town13,YieldToEmergencyVehicle,tfv6_lead,not determinable,false,not determinable
3364,Town13,YieldToEmergencyVehicle,bridgedrive_lead,not determinable,false,not determinable
3364,Town13,YieldToEmergencyVehicle,simlingo,not determinable,false,not determinable
3364,Town13,YieldToEmergencyVehicle,blue,not determinable,false,not determinable
3373,Town13,YieldToEmergencyVehicle,b2d_base,5,false,counted
3373,Town13,YieldToEmergencyVehicle,b2d_full,3,false,counted
3373,Town13,YieldToEmergencyVehicle,tfv6_lead,not determinable,false,not determinable
3373,Town13,YieldToEmergencyVehicle,bridgedrive_lead,not determinable,false,not determinable
3373,Town13,YieldToEmergencyVehicle,simlingo,not determinable,false,not determinable
3373,Town13,YieldToEmergencyVehicle,blue,not determinable,false,not determinable
3378,Town13,YieldToEmergencyVehicle,b2d_base,5,false,counted
3378,Town13,YieldToEmergencyVehicle,b2d_full,3,false,counted
3378,Town13,YieldToEmergencyVehicle,tfv6_lead,not determinable,false,not determinable
3378,Town13,YieldToEmergencyVehicle,bridgedrive_lead,not determinable,false,not determinable
3378,Town13,YieldToEmergencyVehicle,simlingo,not determinable,false,not determinable
3378,Town13,YieldToEmergencyVehicle,blue,not determinable,false,not determinable
3380,Town13,YieldToEmergencyVehicle,b2d_base,5,false,counted
3380,Town13,YieldToEmergencyVehicle,b2d_full,3,false,counted
3380,Town13,YieldToEmergencyVehicle,tfv6_lead,not determinable,false,not determinable
3380,Town13,YieldToEmergencyVehicle,bridgedrive_lead,not determinable,false,not determinable
3380,Town13,YieldToEmergencyVehicle,simlingo,not determinable,false,not determinable
3380,Town13,YieldToEmergencyVehicle,blue,not determinable,false,not determinable
3410,Town13,AccidentTwoWays,b2d_base,0,false,counted
3410,Town13,AccidentTwoWays,b2d_full,196,false,counted
3410,Town13,AccidentTwoWays,tfv6_lead,not determinable,false,not determinable
3410,Town13,AccidentTwoWays,bridgedrive_lead,not determinable,false,not determinable
3410,Town13,AccidentTwoWays,simlingo,not determinable,false,not determinable
3410,Town13,AccidentTwoWays,blue,not determinable,false,not determinable
3436,Town13,HazardAtSideLaneTwoWays,b2d_base,0,false,counted
3436,Town13,HazardAtSideLaneTwoWays,b2d_full,15,false,counted
3436,Town13,HazardAtSideLaneTwoWays,tfv6_lead,not determinable,false,not determinable
3436,Town13,HazardAtSideLaneTwoWays,bridgedrive_lead,not determinable,false,not determinable
3436,Town13,HazardAtSideLaneTwoWays,simlingo,not determinable,false,not determinable
3436,Town13,HazardAtSideLaneTwoWays,blue,not determinable,false,not determinable
3457,Town13,ParkedObstacleTwoWays,b2d_base,4,false,counted
3457,Town13,ParkedObstacleTwoWays,b2d_full,17,false,counted
3457,Town13,ParkedObstacleTwoWays,tfv6_lead,not determinable,false,not determinable
3457,Town13,ParkedObstacleTwoWays,bridgedrive_lead,not determinable,false,not determinable
3457,Town13,ParkedObstacleTwoWays,simlingo,not determinable,false,not determinable
3457,Town13,ParkedObstacleTwoWays,blue,not determinable,false,not determinable
3464,Town13,VehicleOpensDoorTwoWays,b2d_base,0,false,counted
3464,Town13,VehicleOpensDoorTwoWays,b2d_full,62,false,counted
3464,Town13,VehicleOpensDoorTwoWays,tfv6_lead,not determinable,false,not determinable
3464,Town13,VehicleOpensDoorTwoWays,bridgedrive_lead,not determinable,false,not determinable
3464,Town13,VehicleOpensDoorTwoWays,simlingo,not determinable,false,not determinable
3464,Town13,VehicleOpensDoorTwoWays,blue,not determinable,false,not determinable
3472,Town13,VehicleOpensDoorTwoWays,b2d_base,0,false,counted
3472,Town13,VehicleOpensDoorTwoWays,b2d_full,62,false,counted
3472,Town13,VehicleOpensDoorTwoWays,tfv6_lead,not determinable,false,not determinable
3472,Town13,VehicleOpensDoorTwoWays,bridgedrive_lead,not determinable,false,not determinable
3472,Town13,VehicleOpensDoorTwoWays,simlingo,not determinable,false,not determinable
3472,Town13,VehicleOpensDoorTwoWays,blue,not determinable,false,not determinable
3476,Town13,VehicleOpensDoorTwoWays,b2d_base,0,false,counted
3476,Town13,VehicleOpensDoorTwoWays,b2d_full,62,false,counted
3476,Town13,VehicleOpensDoorTwoWays,tfv6_lead,not determinable,false,not determinable
3476,Town13,VehicleOpensDoorTwoWays,bridgedrive_lead,not determinable,false,not determinable
3476,Town13,VehicleOpensDoorTwoWays,simlingo,not determinable,false,not determinable
3476,Town13,VehicleOpensDoorTwoWays,blue,not determinable,false,not determinable
3482,Town13,VehicleOpensDoorTwoWays,b2d_base,0,false,counted
3482,Town13,VehicleOpensDoorTwoWays,b2d_full,62,false,counted
3482,Town13,VehicleOpensDoorTwoWays,tfv6_lead,not determinable,false,not determinable
3482,Town13,VehicleOpensDoorTwoWays,bridgedrive_lead,not determinable,false,not determinable
3482,Town13,VehicleOpensDoorTwoWays,simlingo,not determinable,false,not determinable
3482,Town13,VehicleOpensDoorTwoWays,blue,not determinable,false,not determinable
3514,Town13,ParkingExit,b2d_base,10,false,counted
3514,Town13,ParkingExit,b2d_full,18,false,counted
3514,Town13,ParkingExit,tfv6_lead,not determinable,false,not determinable
3514,Town13,ParkingExit,bridgedrive_lead,not determinable,false,not determinable
3514,Town13,ParkingExit,simlingo,not determinable,false,not determinable
3514,Town13,ParkingExit,blue,not determinable,false,not determinable
3520,Town13,ParkingExit,b2d_base,10,false,counted
3520,Town13,ParkingExit,b2d_full,18,false,counted
3520,Town13,ParkingExit,tfv6_lead,not determinable,false,not determinable
3520,Town13,ParkingExit,bridgedrive_lead,not determinable,false,not determinable
3520,Town13,ParkingExit,simlingo,not determinable,false,not determinable
3520,Town13,ParkingExit,blue,not determinable,false,not determinable
3540,Town13,HardBreakRoute,b2d_base,8,false,counted
3540,Town13,HardBreakRoute,b2d_full,16,false,counted
3540,Town13,HardBreakRoute,tfv6_lead,not determinable,false,not determinable
3540,Town13,HardBreakRoute,bridgedrive_lead,not determinable,false,not determinable
3540,Town13,HardBreakRoute,simlingo,not determinable,false,not determinable
3540,Town13,HardBreakRoute,blue,not determinable,false,not determinable
3561,Town13,ControlLoss,b2d_base,1,false,counted
3561,Town13,ControlLoss,b2d_full,5,false,counted
3561,Town13,ControlLoss,tfv6_lead,not determinable,false,not determinable
3561,Town13,ControlLoss,bridgedrive_lead,not determinable,false,not determinable
3561,Town13,ControlLoss,simlingo,not determinable,false,not determinable
3561,Town13,ControlLoss,blue,not determinable,false,not determinable
3564,Town13,InvadingTurn,b2d_base,2,false,counted
3564,Town13,InvadingTurn,b2d_full,7,false,counted
3564,Town13,InvadingTurn,tfv6_lead,not determinable,false,not determinable
3564,Town13,InvadingTurn,bridgedrive_lead,not determinable,false,not determinable
3564,Town13,InvadingTurn,simlingo,not determinable,false,not determinable
3564,Town13,InvadingTurn,blue,not determinable,false,not determinable
3572,Town13,InvadingTurn,b2d_base,2,false,counted
3572,Town13,InvadingTurn,b2d_full,7,false,counted
3572,Town13,InvadingTurn,tfv6_lead,not determinable,false,not determinable
3572,Town13,InvadingTurn,bridgedrive_lead,not determinable,false,not determinable
3572,Town13,InvadingTurn,simlingo,not determinable,false,not determinable
3572,Town13,InvadingTurn,blue,not determinable,false,not determinable
3575,Town13,InvadingTurn,b2d_base,2,false,counted
3575,Town13,InvadingTurn,b2d_full,7,false,counted
3575,Town13,InvadingTurn,tfv6_lead,not determinable,false,not determinable
3575,Town13,InvadingTurn,bridgedrive_lead,not determinable,false,not determinable
3575,Town13,InvadingTurn,simlingo,not determinable,false,not determinable
3575,Town13,InvadingTurn,blue,not determinable,false,not determinable
3666,Town13,NonSignalizedJunctionRightTurn,b2d_base,3,false,counted
3666,Town13,NonSignalizedJunctionRightTurn,b2d_full,5,false,counted
3666,Town13,NonSignalizedJunctionRightTurn,tfv6_lead,not determinable,false,not determinable
3666,Town13,NonSignalizedJunctionRightTurn,bridgedrive_lead,not determinable,false,not determinable
3666,Town13,NonSignalizedJunctionRightTurn,simlingo,not determinable,false,not determinable
3666,Town13,NonSignalizedJunctionRightTurn,blue,not determinable,false,not determinable
3670,Town13,NonSignalizedJunctionRightTurn,b2d_base,3,false,counted
3670,Town13,NonSignalizedJunctionRightTurn,b2d_full,5,false,counted
3670,Town13,NonSignalizedJunctionRightTurn,tfv6_lead,not determinable,false,not determinable
3670,Town13,NonSignalizedJunctionRightTurn,bridgedrive_lead,not determinable,false,not determinable
3670,Town13,NonSignalizedJunctionRightTurn,simlingo,not determinable,false,not determinable
3670,Town13,NonSignalizedJunctionRightTurn,blue,not determinable,false,not determinable
3676,Town13,NonSignalizedJunctionRightTurn,b2d_base,3,false,counted
3676,Town13,NonSignalizedJunctionRightTurn,b2d_full,5,false,counted
3676,Town13,NonSignalizedJunctionRightTurn,tfv6_lead,not determinable,false,not determinable
3676,Town13,NonSignalizedJunctionRightTurn,bridgedrive_lead,not determinable,false,not determinable
3676,Town13,NonSignalizedJunctionRightTurn,simlingo,not determinable,false,not determinable
3676,Town13,NonSignalizedJunctionRightTurn,blue,not determinable,false,not determinable
3697,Town13,OppositeVehicleTakingPriority,b2d_base,2,false,counted
3697,Town13,OppositeVehicleTakingPriority,b2d_full,14,false,counted
3697,Town13,OppositeVehicleTakingPriority,tfv6_lead,not determinable,false,not determinable
3697,Town13,OppositeVehicleTakingPriority,bridgedrive_lead,not determinable,false,not determinable
3697,Town13,OppositeVehicleTakingPriority,simlingo,not determinable,false,not determinable
3697,Town13,OppositeVehicleTakingPriority,blue,not determinable,false,not determinable
3708,Town13,VehicleTurningRoute,b2d_base,6,false,counted
3708,Town13,VehicleTurningRoute,b2d_full,12,false,counted
3708,Town13,VehicleTurningRoute,tfv6_lead,not determinable,false,not determinable
3708,Town13,VehicleTurningRoute,bridgedrive_lead,not determinable,false,not determinable
3708,Town13,VehicleTurningRoute,simlingo,not determinable,false,not determinable
3708,Town13,VehicleTurningRoute,blue,not determinable,false,not determinable
3712,Town13,VehicleTurningRoute,b2d_base,6,false,counted
3712,Town13,VehicleTurningRoute,b2d_full,12,false,counted
3712,Town13,VehicleTurningRoute,tfv6_lead,not determinable,false,not determinable
3712,Town13,VehicleTurningRoute,bridgedrive_lead,not determinable,false,not determinable
3712,Town13,VehicleTurningRoute,simlingo,not determinable,false,not determinable
3712,Town13,VehicleTurningRoute,blue,not determinable,false,not determinable
3717,Town13,VehicleTurningRoute,b2d_base,6,false,counted
3717,Town13,VehicleTurningRoute,b2d_full,12,false,counted
3717,Town13,VehicleTurningRoute,tfv6_lead,not determinable,false,not determinable
3717,Town13,VehicleTurningRoute,bridgedrive_lead,not determinable,false,not determinable
3717,Town13,VehicleTurningRoute,simlingo,not determinable,false,not determinable
3717,Town13,VehicleTurningRoute,blue,not determinable,false,not determinable
3731,Town13,VehicleTurningRoutePedestrian,b2d_base,6,false,counted
3731,Town13,VehicleTurningRoutePedestrian,b2d_full,11,false,counted
3731,Town13,VehicleTurningRoutePedestrian,tfv6_lead,not determinable,false,not determinable
3731,Town13,VehicleTurningRoutePedestrian,bridgedrive_lead,not determinable,false,not determinable
3731,Town13,VehicleTurningRoutePedestrian,simlingo,not determinable,false,not determinable
3731,Town13,VehicleTurningRoutePedestrian,blue,not determinable,false,not determinable
3737,Town13,VehicleTurningRoutePedestrian,b2d_base,6,false,counted
3737,Town13,VehicleTurningRoutePedestrian,b2d_full,11,false,counted
3737,Town13,VehicleTurningRoutePedestrian,tfv6_lead,not determinable,false,not determinable
3737,Town13,VehicleTurningRoutePedestrian,bridgedrive_lead,not determinable,false,not determinable
3737,Town13,VehicleTurningRoutePedestrian,simlingo,not determinable,false,not determinable
3737,Town13,VehicleTurningRoutePedestrian,blue,not determinable,false,not determinable
3749,Town13,EnterActorFlow,b2d_base,5,false,counted
3749,Town13,EnterActorFlow,b2d_full,12,false,counted
3749,Town13,EnterActorFlow,tfv6_lead,not determinable,false,not determinable
3749,Town13,EnterActorFlow,bridgedrive_lead,not determinable,false,not determinable
3749,Town13,EnterActorFlow,simlingo,not determinable,false,not determinable
3749,Town13,EnterActorFlow,blue,not determinable,false,not determinable
3785,Town13,MergerIntoSlowTraffic,b2d_base,2,false,counted
3785,Town13,MergerIntoSlowTraffic,b2d_full,13,false,counted
3785,Town13,MergerIntoSlowTraffic,tfv6_lead,not determinable,false,not determinable
3785,Town13,MergerIntoSlowTraffic,bridgedrive_lead,not determinable,false,not determinable
3785,Town13,MergerIntoSlowTraffic,simlingo,not determinable,false,not determinable
3785,Town13,MergerIntoSlowTraffic,blue,not determinable,false,not determinable
3800,Town13,MergerIntoSlowTraffic,b2d_base,2,false,counted
3800,Town13,MergerIntoSlowTraffic,b2d_full,13,false,counted
3800,Town13,MergerIntoSlowTraffic,tfv6_lead,not determinable,false,not determinable
3800,Town13,MergerIntoSlowTraffic,bridgedrive_lead,not determinable,false,not determinable
3800,Town13,MergerIntoSlowTraffic,simlingo,not determinable,false,not determinable
3800,Town13,MergerIntoSlowTraffic,blue,not determinable,false,not determinable
3813,Town13,HighwayCutIn,b2d_base,10,false,counted
3813,Town13,HighwayCutIn,b2d_full,54,false,counted
3813,Town13,HighwayCutIn,tfv6_lead,not determinable,false,not determinable
3813,Town13,HighwayCutIn,bridgedrive_lead,not determinable,false,not determinable
3813,Town13,HighwayCutIn,simlingo,not determinable,false,not determinable
3813,Town13,HighwayCutIn,blue,not determinable,false,not determinable
3865,Town13,VanillaSignalizedTurnEncounterRedLight,b2d_base,6,false,counted
3865,Town13,VanillaSignalizedTurnEncounterRedLight,b2d_full,15,false,counted
3865,Town13,VanillaSignalizedTurnEncounterRedLight,tfv6_lead,not determinable,false,not determinable
3865,Town13,VanillaSignalizedTurnEncounterRedLight,bridgedrive_lead,not determinable,false,not determinable
3865,Town13,VanillaSignalizedTurnEncounterRedLight,simlingo,not determinable,false,not determinable
3865,Town13,VanillaSignalizedTurnEncounterRedLight,blue,not determinable,false,not determinable
3869,Town13,VanillaSignalizedTurnEncounterRedLight,b2d_base,6,false,counted
3869,Town13,VanillaSignalizedTurnEncounterRedLight,b2d_full,15,false,counted
3869,Town13,VanillaSignalizedTurnEncounterRedLight,tfv6_lead,not determinable,false,not determinable
3869,Town13,VanillaSignalizedTurnEncounterRedLight,bridgedrive_lead,not determinable,false,not determinable
3869,Town13,VanillaSignalizedTurnEncounterRedLight,simlingo,not determinable,false,not determinable
3869,Town13,VanillaSignalizedTurnEncounterRedLight,blue,not determinable,false,not determinable
3876,Town13,VanillaSignalizedTurnEncounterRedLight,b2d_base,6,false,counted
3876,Town13,VanillaSignalizedTurnEncounterRedLight,b2d_full,15,false,counted
3876,Town13,VanillaSignalizedTurnEncounterRedLight,tfv6_lead,not determinable,false,not determinable
3876,Town13,VanillaSignalizedTurnEncounterRedLight,bridgedrive_lead,not determinable,false,not determinable
3876,Town13,VanillaSignalizedTurnEncounterRedLight,simlingo,not determinable,false,not determinable
3876,Town13,VanillaSignalizedTurnEncounterRedLight,blue,not determinable,false,not determinable
3890,Town13,VanillaNonSignalizedTurn,b2d_base,0,false,counted
3890,Town13,VanillaNonSignalizedTurn,b2d_full,17,false,counted
3890,Town13,VanillaNonSignalizedTurn,tfv6_lead,not determinable,false,not determinable
3890,Town13,VanillaNonSignalizedTurn,bridgedrive_lead,not determinable,false,not determinable
3890,Town13,VanillaNonSignalizedTurn,simlingo,not determinable,false,not determinable
3890,Town13,VanillaNonSignalizedTurn,blue,not determinable,false,not determinable
3904,Town13,VanillaNonSignalizedTurnEncounterStopsign,b2d_base,4,false,counted
3904,Town13,VanillaNonSignalizedTurnEncounterStopsign,b2d_full,18,false,counted
3904,Town13,VanillaNonSignalizedTurnEncounterStopsign,tfv6_lead,not determinable,false,not determinable
3904,Town13,VanillaNonSignalizedTurnEncounterStopsign,bridgedrive_lead,not determinable,false,not determinable
3904,Town13,VanillaNonSignalizedTurnEncounterStopsign,simlingo,not determinable,false,not determinable
3904,Town13,VanillaNonSignalizedTurnEncounterStopsign,blue,not determinable,false,not determinable
3905,Town13,VanillaNonSignalizedTurnEncounterStopsign,b2d_base,4,false,counted
3905,Town13,VanillaNonSignalizedTurnEncounterStopsign,b2d_full,18,false,counted
3905,Town13,VanillaNonSignalizedTurnEncounterStopsign,tfv6_lead,not determinable,false,not determinable
3905,Town13,VanillaNonSignalizedTurnEncounterStopsign,bridgedrive_lead,not determinable,false,not determinable
3905,Town13,VanillaNonSignalizedTurnEncounterStopsign,simlingo,not determinable,false,not determinable
3905,Town13,VanillaNonSignalizedTurnEncounterStopsign,blue,not determinable,false,not determinable
3936,Town12,SignalizedJunctionLeftTurn,b2d_base,2,false,counted
3936,Town12,SignalizedJunctionLeftTurn,b2d_full,135,false,counted
3936,Town12,SignalizedJunctionLeftTurn,tfv6_lead,not determinable,false,not determinable
3936,Town12,SignalizedJunctionLeftTurn,bridgedrive_lead,not determinable,false,not determinable
3936,Town12,SignalizedJunctionLeftTurn,simlingo,not determinable,false,not determinable
3936,Town12,SignalizedJunctionLeftTurn,blue,not determinable,false,not determinable
4183,Town12,SignalizedJunctionLeftTurn,b2d_base,2,false,counted
4183,Town12,SignalizedJunctionLeftTurn,b2d_full,135,false,counted
4183,Town12,SignalizedJunctionLeftTurn,tfv6_lead,not determinable,false,not determinable
4183,Town12,SignalizedJunctionLeftTurn,bridgedrive_lead,not determinable,false,not determinable
4183,Town12,SignalizedJunctionLeftTurn,simlingo,not determinable,false,not determinable
4183,Town12,SignalizedJunctionLeftTurn,blue,not determinable,false,not determinable
4468,Town12,SignalizedJunctionLeftTurn,b2d_base,2,false,counted
4468,Town12,SignalizedJunctionLeftTurn,b2d_full,135,false,counted
4468,Town12,SignalizedJunctionLeftTurn,tfv6_lead,not determinable,false,not determinable
4468,Town12,SignalizedJunctionLeftTurn,bridgedrive_lead,not determinable,false,not determinable
4468,Town12,SignalizedJunctionLeftTurn,simlingo,not determinable,false,not determinable
4468,Town12,SignalizedJunctionLeftTurn,blue,not determinable,false,not determinable
4669,Town12,SignalizedJunctionLeftTurn,b2d_base,2,false,counted
4669,Town12,SignalizedJunctionLeftTurn,b2d_full,135,false,counted
4669,Town12,SignalizedJunctionLeftTurn,tfv6_lead,not determinable,false,not determinable
4669,Town12,SignalizedJunctionLeftTurn,bridgedrive_lead,not determinable,false,not determinable
4669,Town12,SignalizedJunctionLeftTurn,simlingo,not determinable,false,not determinable
4669,Town12,SignalizedJunctionLeftTurn,blue,not determinable,false,not determinable
4683,Town12,SignalizedJunctionLeftTurn,b2d_base,2,false,counted
4683,Town12,SignalizedJunctionLeftTurn,b2d_full,135,false,counted
4683,Town12,SignalizedJunctionLeftTurn,tfv6_lead,not determinable,false,not determinable
4683,Town12,SignalizedJunctionLeftTurn,bridgedrive_lead,not determinable,false,not determinable
4683,Town12,SignalizedJunctionLeftTurn,simlingo,not determinable,false,not determinable
4683,Town12,SignalizedJunctionLeftTurn,blue,not determinable,false,not determinable
4937,Town12,SignalizedJunctionRightTurn,b2d_base,5,false,counted
4937,Town12,SignalizedJunctionRightTurn,b2d_full,262,false,counted
4937,Town12,SignalizedJunctionRightTurn,tfv6_lead,not determinable,false,not determinable
4937,Town12,SignalizedJunctionRightTurn,bridgedrive_lead,not determinable,false,not determinable
4937,Town12,SignalizedJunctionRightTurn,simlingo,not determinable,false,not determinable
4937,Town12,SignalizedJunctionRightTurn,blue,not determinable,false,not determinable
10857,Town12,VehicleTurningRoutePedestrian,b2d_base,7,false,counted
10857,Town12,VehicleTurningRoutePedestrian,b2d_full,366,false,counted
10857,Town12,VehicleTurningRoutePedestrian,tfv6_lead,not determinable,false,not determinable
10857,Town12,VehicleTurningRoutePedestrian,bridgedrive_lead,not determinable,false,not determinable
10857,Town12,VehicleTurningRoutePedestrian,simlingo,not determinable,false,not determinable
10857,Town12,VehicleTurningRoutePedestrian,blue,not determinable,false,not determinable
11381,Town12,VehicleTurningRoutePedestrian,b2d_base,7,false,counted
11381,Town12,VehicleTurningRoutePedestrian,b2d_full,366,false,counted
11381,Town12,VehicleTurningRoutePedestrian,tfv6_lead,not determinable,false,not determinable
11381,Town12,VehicleTurningRoutePedestrian,bridgedrive_lead,not determinable,false,not determinable
11381,Town12,VehicleTurningRoutePedestrian,simlingo,not determinable,false,not determinable
11381,Town12,VehicleTurningRoutePedestrian,blue,not determinable,false,not determinable
11715,Town12,EnterActorFlow,b2d_base,3,false,counted
11715,Town12,EnterActorFlow,b2d_full,567,false,counted
11715,Town12,EnterActorFlow,tfv6_lead,not determinable,false,not determinable
11715,Town12,EnterActorFlow,bridgedrive_lead,not determinable,false,not determinable
11715,Town12,EnterActorFlow,simlingo,not determinable,false,not determinable
11715,Town12,EnterActorFlow,blue,not determinable,false,not determinable
11755,Town12,EnterActorFlow,b2d_base,3,false,counted
11755,Town12,EnterActorFlow,b2d_full,567,false,counted
11755,Town12,EnterActorFlow,tfv6_lead,not determinable,false,not determinable
11755,Town12,EnterActorFlow,bridgedrive_lead,not determinable,false,not determinable
11755,Town12,EnterActorFlow,simlingo,not determinable,false,not determinable
11755,Town12,EnterActorFlow,blue,not determinable,false,not determinable
14194,Town12,PedestrianCrossing,b2d_base,9,false,counted
14194,Town12,PedestrianCrossing,b2d_full,484,false,counted
14194,Town12,PedestrianCrossing,tfv6_lead,not determinable,false,not determinable
14194,Town12,PedestrianCrossing,bridgedrive_lead,not determinable,false,not determinable
14194,Town12,PedestrianCrossing,simlingo,not determinable,false,not determinable
14194,Town12,PedestrianCrossing,blue,not determinable,false,not determinable
14842,Town12,VanillaSignalizedTurnEncounterGreenLight,b2d_base,5,false,counted
14842,Town12,VanillaSignalizedTurnEncounterGreenLight,b2d_full,980,false,counted
14842,Town12,VanillaSignalizedTurnEncounterGreenLight,tfv6_lead,not determinable,false,not determinable
14842,Town12,VanillaSignalizedTurnEncounterGreenLight,bridgedrive_lead,not determinable,false,not determinable
14842,Town12,VanillaSignalizedTurnEncounterGreenLight,simlingo,not determinable,false,not determinable
14842,Town12,VanillaSignalizedTurnEncounterGreenLight,blue,not determinable,false,not determinable
14862,Town12,VanillaSignalizedTurnEncounterGreenLight,b2d_base,5,false,counted
14862,Town12,VanillaSignalizedTurnEncounterGreenLight,b2d_full,980,false,counted
14862,Town12,VanillaSignalizedTurnEncounterGreenLight,tfv6_lead,not determinable,false,not determinable
14862,Town12,VanillaSignalizedTurnEncounterGreenLight,bridgedrive_lead,not determinable,false,not determinable
14862,Town12,VanillaSignalizedTurnEncounterGreenLight,simlingo,not determinable,false,not determinable
14862,Town12,VanillaSignalizedTurnEncounterGreenLight,blue,not determinable,false,not determinable
14909,Town12,VanillaSignalizedTurnEncounterGreenLight,b2d_base,5,false,counted
14909,Town12,VanillaSignalizedTurnEncounterGreenLight,b2d_full,980,false,counted
14909,Town12,VanillaSignalizedTurnEncounterGreenLight,tfv6_lead,not determinable,false,not determinable
14909,Town12,VanillaSignalizedTurnEncounterGreenLight,bridgedrive_lead,not determinable,false,not determinable
14909,Town12,VanillaSignalizedTurnEncounterGreenLight,simlingo,not determinable,false,not determinable
14909,Town12,VanillaSignalizedTurnEncounterGreenLight,blue,not determinable,false,not determinable
17563,Town12,SequentialLaneChange,b2d_base,0,false,counted
17563,Town12,SequentialLaneChange,b2d_full,0,false,counted
17563,Town12,SequentialLaneChange,tfv6_lead,not determinable,false,not determinable
17563,Town12,SequentialLaneChange,bridgedrive_lead,not determinable,false,not determinable
17563,Town12,SequentialLaneChange,simlingo,not determinable,false,not determinable
17563,Town12,SequentialLaneChange,blue,not determinable,false,not determinable
17569,Town12,SequentialLaneChange,b2d_base,0,false,counted
17569,Town12,SequentialLaneChange,b2d_full,0,false,counted
17569,Town12,SequentialLaneChange,tfv6_lead,not determinable,false,not determinable
17569,Town12,SequentialLaneChange,bridgedrive_lead,not determinable,false,not determinable
17569,Town12,SequentialLaneChange,simlingo,not determinable,false,not determinable
17569,Town12,SequentialLaneChange,blue,not determinable,false,not determinable
17598,Town12,SequentialLaneChange,b2d_base,0,false,counted
17598,Town12,SequentialLaneChange,b2d_full,0,false,counted
17598,Town12,SequentialLaneChange,tfv6_lead,not determinable,false,not determinable
17598,Town12,SequentialLaneChange,bridgedrive_lead,not determinable,false,not determinable
17598,Town12,SequentialLaneChange,simlingo,not determinable,false,not determinable
17598,Town12,SequentialLaneChange,blue,not determinable,false,not determinable
17635,Town12,SequentialLaneChange,b2d_base,0,false,counted
17635,Town12,SequentialLaneChange,b2d_full,0,false,counted
17635,Town12,SequentialLaneChange,tfv6_lead,not determinable,false,not determinable
17635,Town12,SequentialLaneChange,bridgedrive_lead,not determinable,false,not determinable
17635,Town12,SequentialLaneChange,simlingo,not determinable,false,not determinable
17635,Town12,SequentialLaneChange,blue,not determinable,false,not determinable
17655,Town12,SequentialLaneChange,b2d_base,0,false,counted
17655,Town12,SequentialLaneChange,b2d_full,0,false,counted
17655,Town12,SequentialLaneChange,tfv6_lead,not determinable,false,not determinable
17655,Town12,SequentialLaneChange,bridgedrive_lead,not determinable,false,not determinable
17655,Town12,SequentialLaneChange,simlingo,not determinable,false,not determinable
17655,Town12,SequentialLaneChange,blue,not determinable,false,not determinable
17752,Town12,DynamicObjectCrossing,b2d_base,3,false,counted
17752,Town12,DynamicObjectCrossing,b2d_full,368,false,counted
17752,Town12,DynamicObjectCrossing,tfv6_lead,not determinable,false,not determinable
17752,Town12,DynamicObjectCrossing,bridgedrive_lead,not determinable,false,not determinable
17752,Town12,DynamicObjectCrossing,simlingo,not determinable,false,not determinable
17752,Town12,DynamicObjectCrossing,blue,not determinable,false,not determinable
18252,Town12,ParkingCrossingPedestrian,b2d_base,10,false,counted
18252,Town12,ParkingCrossingPedestrian,b2d_full,109,false,counted
18252,Town12,ParkingCrossingPedestrian,tfv6_lead,not determinable,false,not determinable
18252,Town12,ParkingCrossingPedestrian,bridgedrive_lead,not determinable,false,not determinable
18252,Town12,ParkingCrossingPedestrian,simlingo,not determinable,false,not determinable
18252,Town12,ParkingCrossingPedestrian,blue,not determinable,false,not determinable
18305,Town12,ParkingCutIn,b2d_base,21,false,counted
18305,Town12,ParkingCutIn,b2d_full,120,false,counted
18305,Town12,ParkingCutIn,tfv6_lead,not determinable,false,not determinable
18305,Town12,ParkingCutIn,bridgedrive_lead,not determinable,false,not determinable
18305,Town12,ParkingCutIn,simlingo,not determinable,false,not determinable
18305,Town12,ParkingCutIn,blue,not determinable,false,not determinable
18311,Town12,ParkingCutIn,b2d_base,21,false,counted
18311,Town12,ParkingCutIn,b2d_full,120,false,counted
