dataset,route,variant,seed,attempt,official_status,completion,collisions,segment,kind,subset,count,frame_start,frame_end,low_speed_count,saturated_fraction,limited_fraction,cte_m_n,cte_m_rms,cte_m_p95_abs,cte_m_max_abs,heading_deg_n,heading_deg_rms,heading_deg_p95_abs,heading_deg_max_abs,steer_rate_per_s_n,steer_rate_per_s_rms,steer_rate_per_s_p95_abs,steer_rate_per_s_max_abs,steer_n,steer_rms,steer_p95_abs,steer_max_abs
Dev10-v4-pursuit-seed0-attempt1,2091,tcp,0,2,Completed,100,1,1,left-sharp,moving_ge_2mps,94,339,465,0,0.0,0.0,94,0.7232937940598595,1.0201818697833094,1.0876776349629818,94,4.727247610050676,10.245084977292487,11.101002137879274,94,0.2661261072248312,0.47497355234518307,0.8283124198754248,94,0.14966171848326346,0.20782214300980015,0.21377066164646877
Dev10-v4-pursuit-seed0-attempt1,27494,tcp,0,1,Completed,100,1,1,left-sharp,all,274,719,992,189,0.0,0.0,274,2.9299319551365843,3.3537297251061946,3.3579273490736026,274,30.009294992069893,36.5492961599633,36.649579862240564,274,0.4192748826045483,1.0494785669810285,1.742810346513593,274,0.12029333251710635,0.2836759257044755,0.32636759912484925
Dev10-v4-pursuit-seed0-attempt1,27494,tcp,0,1,Completed,100,1,1,left-sharp,moving_ge_2mps,85,719,992,0,0.0,0.0,85,1.9730131419032435,2.979687619119128,3.004542842991178,85,15.488073091442187,34.62660797552949,35.503281623250686,85,0.6167391065294443,1.4042780108692678,1.742810346513593,85,0.20521382896335563,0.3067639226011154,0.32636759912484925
Dev10-v4-pursuit-seed0-attempt1,28198,tcp,0,1,Completed,100,0,1,left-sharp,all,98,1735,1832,0,0.0,0.01020408163265306,98,1.0219104508491035,1.7611024936083073,1.7762428124015963,98,7.503787506615835,11.708999672332851,11.89715718400018,98,0.44275721170956983,0.8843029873497984,2.0,98,0.1732657301131097,0.2671678681557235,0.2968569950003828
Dev10-v4-pursuit-seed0-attempt1,28198,tcp,0,1,Completed,100,0,1,left-sharp,moving_ge_2mps,98,1735,1832,0,0.0,0.01020408163265306,98,1.0219104508491035,1.7611024936083073,1.7762428124015963,98,7.503787506615835,11.708999672332851,11.89715718400018,98,0.44275721170956983,0.8843029873497984,2.0,98,0.1732657301131097,0.2671678681557235,0.2968569950003828
Dev10-v4-pursuit-seed0-attempt1,17569,tcp,1,1,Completed,100,1,1,S,all,53,1107,1159,0,0.0,0.018867924528301886,53,0.7148781648780317,1.45806156906522,1.5898617468450118,53,12.528743754600798,21.584738312311494,23.12546341051937,53,0.5788886403251388,1.1431647637163587,2.0,53,0.11692325210874224,0.24303225112832483,0.25156545667064073
Dev10-v4-pursuit-seed0-attempt1,17569,tcp,1,1,Completed,100,1,1,S,moving_ge_2mps,53,1107,1159,0,0.0,0.018867924528301886,53,0.7148781648780317,1.45806156906522,1.5898617468450118,53,12.528743754600798,21.584738312311494,23.12546341051937,53,0.5788886403251388,1.1431647637163587,2.0,53,0.11692325210874224,0.24303225112832483,0.25156545667064073
Dev10-v4-pursuit-seed0-attempt1,17569,tcp,1,1,Completed,100,1,2,S,all,53,1224,1276,0,0.0,0.018867924528301886,53,0.5798030457020913,1.0697507561615205,1.237320760212687,53,11.374638935196199,18.772766159051542,19.833913615563983,53,0.5714027587682792,1.3960748324244825,2.0,53,0.07295306821035565,0.13478126771778826,0.1608435263330625
Dev10-v4-pursuit-seed0-attempt1,17569,tcp,1,1,Completed,100,1,2,S,moving_ge_2mps,53,1224,1276,0,0.0,0.018867924528301886,53,0.5798030457020913,1.0697507561615205,1.237320760212687,53,11.374638935196199,18.772766159051542,19.833913615563983,53,0.5714027587682792,1.3960748324244825,2.0,53,0.07295306821035565,0.13478126771778826,0.1608435263330625
Dev10-v4-pursuit-seed0-attempt1,2091,tcp,1,1,Completed,100,1,1,left-sharp,all,127,23461,23587,33,0.0,0.0,127,0.86112278979859,1.1973090294995985,1.1987717628507135,127,5.501129179871276,9.48340536219393,11.101002137879274,127,0.23785652630871476,0.4370212291517337,0.8283124198754248,127,0.15368403379559337,0.2070479301076524,0.21377066164646877
Dev10-v4-pursuit-seed0-attempt1,2091,tcp,1,1,Completed,100,1,1,left-sharp,moving_ge_2mps,94,23461,23587,0,0.0,0.0,94,0.7232937940598595,1.0201818697833094,1.0876776349629818,94,4.727247610050676,10.245084977292487,11.101002137879274,94,0.2661261072248312,0.47497355234518307,0.8283124198754248,94,0.14966171848326346,0.20782214300980015,0.21377066164646877
Dev10-v4-pursuit-seed0-attempt1,27494,tcp,1,2,Completed,100,1,1,left-sharp,all,274,414,687,189,0.0,0.0,274,2.9299319551365843,3.3537297251061946,3.3579273490736026,274,30.009294992069893,36.5492961599633,36.649579862240564,274,0.4192748826045483,1.0494785669810285,1.742810346513593,274,0.12029333251710635,0.2836759257044755,0.32636759912484925
Dev10-v4-pursuit-seed0-attempt1,27494,tcp,1,2,Completed,100,1,1,left-sharp,moving_ge_2mps,85,414,687,0,0.0,0.0,85,1.9730131419032435,2.979687619119128,3.004542842991178,85,15.488073091442187,34.62660797552949,35.503281623250686,85,0.6167391065294443,1.4042780108692678,1.742810346513593,85,0.20521382896335563,0.3067639226011154,0.32636759912484925
Dev10-v4-pursuit-seed0-attempt1,28198,tcp,1,1,Completed,100,0,1,left-sharp,all,98,1469,1566,0,0.0,0.01020408163265306,98,1.0219104508491035,1.7611024936083073,1.7762428124015963,98,7.503787506615835,11.708999672332851,11.89715718400018,98,0.44275721170956983,0.8843029873497984,2.0,98,0.1732657301131097,0.2671678681557235,0.2968569950003828
Dev10-v4-pursuit-seed0-attempt1,28198,tcp,1,1,Completed,100,0,1,left-sharp,moving_ge_2mps,98,1469,1566,0,0.0,0.01020408163265306,98,1.0219104508491035,1.7611024936083073,1.7762428124015963,98,7.503787506615835,11.708999672332851,11.89715718400018,98,0.44275721170956983,0.8843029873497984,2.0,98,0.1732657301131097,0.2671678681557235,0.2968569950003828
