source,route,seed,arm,step,t,speed,speed_3d,steer,b_shadow_steer,plan_k_right,k_cmd_right,k_ach_right,k_nom_right,k_ack_right,k_unscaled_right,replay_diff,reason,yaw_rate_right,world_x,world_y,yaw_deg
D3b,27529,0,B,388,19.450000289827585,6.288024903831098,6.309205730228329,0.29221007227897644,0.2922100785250465,0.14479664682450433,nan,0.0821772053980583,0.11544341491320528,0.10572274671346694,0.13039243575448203,nan,,0.5167323140702339,264.7548522949219,-250.2572021484375,-169.94845581054688
D3b,27529,0,B,389,19.500000290572643,6.18949908048787,6.221634089524051,0.2820344865322113,0.2820344793051481,0.14002448892989644,nan,0.09911792668626582,0.11127037387564165,0.10221219718192713,0.12546434579074486,nan,,0.6134903160845064,264.45526123046875,-250.34083557128906,-168.28952026367188
D3b,27529,0,B,390,19.5500002913177,6.138768989828732,6.1704912639481195,0.2942262589931488,0.29422624481221044,0.13771941729796816,nan,0.0985372628733155,0.11648479032644343,0.10659546909792678,0.13137426704403052,nan,,0.6048974936693112,264.1617431640625,-250.43370056152344,-166.5459442138672
D3b,27529,0,B,391,19.60000029206276,6.194127268059841,6.234462086907889,0.32348164916038513,0.32348166128827466,0.13369132848156579,nan,0.10529086985360409,0.12896605114784818,0.11695320169789027,0.14583443351855016,nan,,0.652185048037949,263.870849609375,-250.5380096435547,-164.72573852539062
D3b,27529,0,B,392,19.650000292807817,6.292542356313181,6.337382331688509,0.33991703391075134,0.33991704012784696,0.12764143513600426,nan,0.10857951039603089,0.1359979705810129,0.1227069009810102,0.15414641418901845,nan,,0.6832411681947718,263.5802001953125,-250.6556396484375,-162.80062866210938
D3b,27529,0,B,393,19.700000293552876,6.478489148635944,6.535345767388579,0.3349383771419525,0.3349383754779896,0.12676110324670264,nan,0.11686410084426324,0.1335409867942429,0.12070315396720577,0.1516133318743818,nan,,0.7571028091846561,263.28765869140625,-250.7896270751953,-160.7095947265625
D3b,27529,0,B,394,19.750000294297934,6.677824626962367,6.733078425566552,0.3643628656864166,0.36436287288864455,0.1165210332292145,nan,0.11513192010312621,0.14621803444665835,0.13096630687800195,0.16678760206871623,nan,,0.7688307714141198,262.99139404296875,-250.9393768310547,-158.51889038085938
D3b,27529,0,B,395,19.80000029504299,6.810774087052146,6.875955672328038,0.3665851354598999,0.3665851375295056,0.10934193790035102,nan,0.12363357331318443,0.14699093124005905,0.13158603241991362,0.16795430699831893,nan,,0.8420403374110983,262.6947326660156,-251.1060333251953,-156.18443298339844
D3b,27529,0,B,396,19.85000029578805,6.863091975239594,6.9241158215669625,0.36841392517089844,0.3684139235814413,0.1002614698636333,nan,0.12344927880372344,0.1477211643743168,0.1321709221339932,0.16891671720817467,nan,,0.8472437547069497,262.40203857421875,-251.28651428222656,-153.75579833984375
D3b,27529,0,B,397,19.900000296533108,6.899903926484898,6.965898811223243,0.3816221356391907,0.3816221366988288,0.0920294491513539,nan,0.12926608127289757,0.15359862447453773,0.13685647576322457,0.17593039455675044,nan,,0.8919235417361818,262.1159362792969,-251.48057556152344,-151.25003051757812
D3b,27529,0,B,398,19.950000297278166,6.895651565972461,6.957812481306952,0.36987411975860596,0.36987410909599727,0.08349138781609607,nan,0.1286984523194787,0.14831983837642665,0.13264998394837793,0.169686645070553,nan,,0.8874596842750455,261.83819580078125,-251.68702697753906,-148.6977081298828
D3b,27529,0,B,399,20.000000298023224,6.892112781197136,6.957400051999176,0.36835676431655884,0.36835675140221913,0.06930087766172886,nan,0.13260582507049898,0.14764718380390598,0.13211169414767168,0.16888660459919838,nan,,0.9139343018295777,261.5700988769531,-251.90541076660156,-146.1107177734375
D3b,27529,0,B,400,20.050000298768282,6.850600000319941,6.908990894546507,0.37973642349243164,0.3797364243533876,0.06073454395878135,nan,0.12817634822406312,0.15283193999802633,0.13624748729161812,0.17492218707443136,nan,,0.8780848911847758,261.31243896484375,-252.1335906982422,-143.55308532714844
D3b,27529,0,B,401,20.10000029951334,6.794026755059678,6.858753530427387,0.38975879549980164,0.38975879364543486,0.05255070772450528,nan,0.1351457010120044,0.15748515404236726,0.13993343597381244,0.18030778806527575,nan,,0.9181835085068536,261.06756591796875,-252.37179565429688,-140.96719360351562
D3b,27529,0,B,402,20.150000300258398,6.697827713436597,6.758521699637234,0.38008424639701843,0.3800842539469401,0.03637160691072931,nan,0.13348483067897293,0.15325518502158894,0.13658375883713725,0.17510797752348864,nan,,0.8940583982450165,260.83660888671875,-252.61788940429688,-138.3740692138672
D3b,27529,0,C,327,16.400000244379044,3.5664523941261406,3.570042669833094,-0.12393764406442642,0.057776949594004284,0.14299665265816275,-0.049870797017850764,-0.02990496010227573,-0.049870776400837674,-0.04796560280930705,-0.053343062295409756,6.938893903907228e-17,tracking,-0.106654616553008,268.8290710449219,-249.6743621826172,176.3849334716797
D3b,27529,0,C,328,16.4500002451241,3.782463130875891,3.7897171375459013,-0.13952164351940155,0.07577463647350668,0.13819304786822836,-0.056005530459345865,-0.045339078514318835,-0.056005489581741855,-0.05361400616024274,-0.06017475633089807,1.6653345369377348e-16,tracking,-0.17149339286829826,268.6448669433594,-249.6522674560547,175.95211791992188
D3b,27529,0,C,329,16.50000024586916,3.993500084735721,4.003842469643455,-0.09958861023187637,0.11325935907454955,0.14007717736802083,-0.039646251238025,-0.051629166980468884,-0.03964620998971541,-0.038432651964435835,-0.04274623763963312,1.5265566588595902e-16,tracking,-0.20618108271133717,268.4505310058594,-249.62510681152344,175.39308166503906
D3b,27529,0,C,330,16.550000246614218,4.208101438263368,4.215339702725512,-0.13653811812400818,0.12392608921354016,0.1398223506975365,-0.054330540588219886,-0.04055031758201838,-0.054330467416718445,-0.05207701674627215,-0.05886353082358265,5.551115123125783e-17,tracking,-0.17063984973892787,268.24566650390625,-249.59654235839844,174.8792266845703
D3b,27529,0,C,331,16.600000247359276,4.403280605619533,4.413885797239555,-0.03653811290860176,0.20564687451347707,0.1469483566158484,0.013690244004015419,-0.04933397538761646,-0.014376923515967947,-0.014214164218150657,-0.015616095554195337,5.551115123125783e-17,tracking,-0.21723133702240294,268.0314025878906,-249.56336975097656,174.30197143554688
D3b,27529,0,C,332,16.650000248104334,4.604958007162388,4.607889835883224,0.06346189230680466,0.24638559805643231,0.1503150305991975,0.047424564058307354,-0.022610823364240525,0.024900344703718734,0.024416127013962154,0.027159528022733196,5.551115123125783e-17,tracking,-0.1041218920996938,267.8070068359375,-249.53147888183594,173.889404296875
D3b,27529,0,C,333,16.700000248849392,4.7225970293884165,4.722748419407162,0.12834301590919495,0.19365145207072296,0.1557206888389477,0.050503679348498025,0.011530280480259926,0.05050357385656923,0.04855069164477039,0.05527004091609926,2.7755575615628914e-17,tracking,0.05445286834409077,267.5739440917969,-249.50665283203125,173.8834991455078
D3b,27529,0,C,334,16.75000024959445,4.658009316660705,4.662483361071023,0.08832146227359772,0.2912561509406401,0.16091958446968865,0.034673051988112207,0.03815493414021159,0.03467299365801826,0.03374121956179062,0.03786989924576244,1.1102230246251565e-16,tracking,0.17772603870168116,267.3398132324219,-249.4905548095703,174.26976013183594
D3b,27529,0,C,335,16.800000250339508,4.467402638485992,4.471612707793427,0.06493282318115234,0.2951272466509706,0.15199493416788262,0.025548565195147692,0.034623059587810236,0.025548541179295815,0.025039043329770253,0.027791655181774587,6.938893903907228e-17,tracking,0.15467514775504118,267.1131286621094,-249.47792053222656,174.73336791992188
D3b,27529,0,C,336,16.850000251084566,4.195484678953903,4.1984434886732585,0.08052617311477661,0.3111737688444555,0.15068414565696045,0.031884006300809425,0.026999971023921578,0.03188399680668561,0.031094385688676437,0.03450476949155075,2.7755575615628914e-17,tracking,0.11327796476306232,266.8990783691406,-249.46600341796875,175.0930633544922
D3b,27529,0,C,337,16.900000251829624,3.894938919533501,3.8986941892361195,0.07383837550878525,0.31811451965529053,0.15619178846027792,0.029394921892736094,0.030446816630235803,0.029394923012276936,0.028722484093351302,0.031622791227566296,1.3877787807814457e-17,tracking,0.11858849106900526,266.6996154785156,-249.4567108154297,175.43199157714844
D3b,27529,0,C,338,16.950000252574682,3.590600597628718,3.59402047357841,0.04421204328536987,0.31273648546594707,0.15325002846127614,0.017677921576850556,0.028598880015260304,0.017677919148021266,0.017432477213069043,0.01890170507983781,6.938893903907228e-18,tracking,0.10268715567430564,266.51519775390625,-249.4492950439453,175.7440185546875
D3b,27529,0,C,339,17.00000025331974,3.3007174893199602,3.302430608247302,0.03448561951518059,0.31465974657692847,0.15444670106816147,0.013861249375038588,0.02208683532917911,0.013861244039300263,0.01370988976532268,0.014737806482388144,3.469446951953614e-17,tracking,0.07290240365475147,266.3455505371094,-249.44171142578125,175.96194458007812
D3b,27529,0,C,340,17.0500002540648,3.0323938013001435,3.0334189335684862,0.03408452123403549,0.31563170799571605,0.15991710995263764,0.01377029016862355,0.010493297642965974,0.013770279573173321,0.013620894602324556,0.01456619325778636,6.938893903907228e-18,tracking,0.031819810727727424,266.1895751953125,-249.43423461914062,176.09934997558594
D3b,27529,0,C,341,17.100000254809856,2.8057465582302514,2.806532615125072,0.04801126942038536,0.331801643791712,0.16155697232559674,0.019490551356014692,0.019195631238955606,0.01949053180761698,0.01919260057668008,0.020529548910190036,0.0,tracking,0.05385807628175679,266.0458068847656,-249.4272918701172,176.22544860839844
D3b,27529,0,C,342,17.150000255554914,2.6785671386732797,2.6796702560910317,0.05867437273263931,0.33246437381332117,0.15397447520499452,0.023889138949184933,0.013294115542889362,0.02388911341327044,0.02344307412957186,0.025103309381282784,5.551115123125783e-17,tracking,0.03560918103090913,265.9101257324219,-249.42169189453125,176.35256958007812
D3b,27529,0,C,343,17.200000256299973,2.6388955184435554,2.6404101854506585,0.05219938978552818,0.33390046769339177,0.15814149481934542,0.021261952423655982,0.028372634797852538,0.021261931603751616,0.02090787625926257,0.022325052587398857,1.3877787807814457e-17,tracking,0.07487241881448874,265.7775573730469,-249.41717529296875,176.52655029296875
D3b,27529,0,C,344,17.25000025704503,2.664057724935039,2.6654525154194353,0.05307041108608246,0.3390386478499406,0.16200478315124994,0.021607325239022278,0.016241505236661492,0.021607308089962318,0.021241755730528878,0.02269861545007356,0.0,tracking,0.04326830749030093,265.64471435546875,-249.41305541992188,176.6842041015625
D3b,27529,0,C,345,17.30000025779009,2.73933527753978,2.740758033888344,0.056664176285266876,0.35543282592669134,0.1630069312923259,0.023041676808642577,0.026076331367273022,0.023041663848914064,0.022626434093080253,0.024240461727867556,4.85722573273506e-17,tracking,0.07143181442318812,265.50885009765625,-249.40914916992188,176.85739135742188
D3b,27529,0,C,346,17.350000258535147,2.857634581527083,2.8592588871076554,0.052269693464040756,0.37136230074697074,0.168292978688593,0.021202421177873073,0.01813401622383228,0.02120241431269709,0.02085032195491852,0.02235520247332784,3.469446951953614e-17,tracking,0.051820391863196286,265.36773681640625,-249.40576171875,177.02825927734375
D3b,27529,0,C,347,17.400000259280205,3.010052447101528,3.011562587013759,0.06054524704813957,0.38956464913156297,0.1752495449702327,0.024498263435544444,0.024627459969580753,0.02449826025848618,0.024029407131943504,0.02590662828414077,6.938893903907228e-18,tracking,0.07412994614733147,265.2196350097656,-249.4024200439453,177.21495056152344
D3b,27529,0,C,348,17.450000260025263,3.188754970658308,3.1906763474771838,0.04549023509025574,0.3871239628394445,0.1851536519984686,0.01833082442451559,0.02024527781150611,0.018330824860631798,0.018067053370928034,0.019449273660653698,2.0816681711721685e-17,tracking,0.06455723025379846,265.06304931640625,-249.3997802734375,177.41200256347656
D3b,27529,0,C,349,17.50000026077032,3.3885264638251638,3.389904363340737,0.05031580105423927,0.40481099036004814,0.18482732147146577,0.02020195887094621,0.0209429463516128,0.020201957812717167,0.019882058487874697,0.02151739314868392,3.469446951953614e-17,tracking,0.07096572794291063,264.8968811035156,-249.3968048095703,177.6046142578125
D3b,27529,0,C,350,17.55000026151538,3.6057409307632677,3.607275182594797,0.03362302482128143,0.4188240410221948,0.18929041169929653,0.013435219924014004,0.018052064878356273,0.013435217394493448,0.013292976183406531,0.014368746856867686,0.0,tracking,0.06509106921668324,264.7202453613281,-249.3942108154297,177.79461669921875
D3b,27529,0,C,351,17.600000262260437,3.829114484565999,3.8300270974272674,0.028140399605035782,0.43152105159229703,0.18979582043034923,0.011194421733996063,0.01481020981291528,0.011194416761421676,0.011095491652070681,0.012023728289832183,2.42861286636753e-17,tracking,0.05670998891409539,264.5325622558594,-249.39105224609375,177.96282958984375
D3b,27529,0,C,352,17.650000263005495,4.043994868638913,4.044636904112123,0.016101138666272163,0.45198280771573396,0.1920173335787406,0.0063770530924604565,0.011340788147001332,0.006377048254744083,0.006344822898718103,0.006877812779296433,6.938893903907228e-18,tracking,0.0458620890727944,264.3341064453125,-249.3873748779297,178.10089111328125
D3b,27529,0,C,353,17.700000263750553,4.246412975074378,4.246700925928162,0.0035260349977761507,0.47989589161343044,0.1918660978742348,0.0013908951776421465,0.007266485800953935,0.0013908936006774076,0.0013893545054221082,0.001506007177233507,1.3444106938820255e-17,tracking,0.030856499588364523,264.1253662109375,-249.3828582763672,178.20103454589844
D3b,27529,0,C,354,17.75000026449561,4.433070415408948,4.433124723376994,-0.019049467518925667,0.484019614590539,0.19574087270759288,-0.007488107360366266,0.0024632360998491196,-0.0074880966903419855,-0.007443703228784671,-0.008137649840223101,7.979727989493313e-17,tracking,0.010919699080408454,263.9071350097656,-249.37718200683594,178.24769592285156
D3b,27529,0,C,355,17.80000026524067,4.6023118174627475,4.602387957305064,-0.011305149644613266,0.49634168677859836,0.1991763723394873,-0.004428760969641637,-0.005486291410011266,-0.00442875468817726,-0.00441318813057186,-0.004828827256573028,2.7755575615628914e-17,tracking,-0.02524962379033921,263.68023681640625,-249.36923217773438,178.20465087890625
D3b,27529,0,C,356,17.850000265985727,4.754074592582773,4.75414664174385,-0.0064417519606649876,0.5185799074172974,0.19313925553112937,-0.0025159312547098547,-0.004595732036390587,-0.002515927432954324,-0.002510896073279383,-0.0027513807943905706,1.5612511283791264e-17,tracking,-0.021848452908523178,263.44549560546875,-249.36048889160156,178.13966369628906
D3b,27529,0,C,357,17.900000266730785,4.88643890243931,4.88647935415348,0.002265065908432007,0.5441938167148167,0.19280267470574952,0.000882340068246013,-0.0029246017066915063,0.0008823387248495466,0.0008817191067306388,0.0009674303072284212,5.204170427930421e-18,tracking,-0.014290887553717777,263.203857421875,-249.35165405273438,178.09275817871094
D3b,27529,0,C,358,17.950000267475843,5.003210657509118,5.0032130260876295,0.012660347856581211,0.5414526303609213,0.18890563418647693,0.004920696224460201,7.070378788994688e-05,0.0049206883927045645,0.00490147909289302,0.005407767497178229,3.469446951953614e-18,tracking,0.0003537459450972464,262.95611572265625,-249.34326171875,178.08181762695312
D3b,27529,0,C,359,18.0000002682209,5.10030682913195,5.100356766545082,-0.01094856858253479,0.5500017984708151,0.18984064795907762,-0.004247132234585402,0.006618619850720186,-0.004247127522300007,-0.004232809516215992,-0.004676500471380651,2.2551405187698492e-17,tracking,0.03375699202405646,262.70306396484375,-249.33583068847656,178.1307830810547
D3b,27529,0,C,360,18.05000026896596,5.01950132003108,5.019511363730166,-0.018857913091778755,0.5603048308690389,0.19349656864780523,-0.0073277257323269614,-0.013090166818657871,-0.007327718751834236,-0.007285201140689409,-0.008055791520108333,6.938893903907228e-18,tracking,-0.06570610962568023,262.4505310058594,-249.32742309570312,178.1196746826172
D3b,27529,0,C,361,18.100000269711018,5.0464591890119745,5.04659306519821,-0.015935806557536125,0.5673912898699442,0.19649607885038337,-0.006188702145675381,-0.008050841915050415,-0.006188697429678796,-0.0061583430303642946,-0.00680717105585464,3.8163916471489756e-17,tracking,-0.04062824516148893,262.1989440917969,-249.31759643554688,178.09854125976562
D3b,27529,0,C,362,18.150000270456076,5.104385802341403,5.10453690610986,-0.005107812583446503,0.5875992306073506,0.19193568284664858,-0.0019811680872361794,-0.006758075715090368,-0.0019811669965260274,-0.001978045837100875,-0.0021816160886126185,2.6020852139652106e-17,tracking,-0.034495825731255494,261.9461669921875,-249.30728149414062,178.0116424560547
D3b,27529,0,C,363,18.200000271201134,5.05505264752461,5.055104483297069,0.016284998506307602,0.5931611802842881,0.19543681257012768,0.006323262328980601,-0.0032350943773097043,0.006323259744312175,0.006291574367739071,0.006956371536731862,6.938893903907228e-18,tracking,-0.0163535723970114,261.6924743652344,-249.29730224609375,177.95396423339844
D3b,27529,0,C,364,18.250000271946192,5.068374248313558,5.068401838220207,0.006772772409021854,0.5889523813459607,0.2030059776201084,0.0026288520596878476,0.003634377667833253,0.0026288513784030014,0.0026233587245354756,0.002892771500956539,2.5153490401663703e-17,tracking,0.018420386180291945,261.44189453125,-249.2886505126953,177.96925354003906
D3b,27529,0,C,365,18.30000027269125,5.128707329481644,5.128727715372899,0.09714509546756744,0.6556027401818171,0.19258615604034535,0.037807479381287666,0.0029178207339175424,0.03780746579035375,0.03670229522711046,0.041687372670417715,1.6653345369377348e-16,tracking,0.01496464858415641,261.1852722167969,-249.28041076660156,178.0131378173828
D3b,27529,0,C,366,18.350000273436308,5.030172116517916,5.031325288603588,-0.0028549025300890207,0.6036332575480143,0.19770342636668378,-0.010675804803111394,0.017981170506272834,-0.0011089516254848078,-0.0011079730365291004,-0.001219356739885295,1.6653345369377348e-16,tracking,0.09044838250300793,260.93206787109375,-249.2755584716797,178.18014526367188
D3b,27529,0,C,367,18.400000274181366,5.046786544451816,5.046974829629196,-0.041497670114040375,0.6243029011620415,0.18459328336897646,-0.016125328629575317,0.008298025235788011,-0.01612532436175616,-0.015920852619314176,-0.01773918958034331,6.938893903907228e-18,tracking,0.041878362105496544,260.681396484375,-249.27113342285156,178.36935424804688
D3b,27529,0,C,368,18.450000274926424,5.183816285478469,5.184055397070238,-0.03902173042297363,0.6056955207718744,0.1944610474561845,-0.015120784132126374,-0.008585871474636337,-0.015120784267355348,-0.014940852350019605,-0.016679132503772023,1.5265566588595902e-16,tracking,-0.04450758037524488,260.4226989746094,-249.26141357421875,178.30162048339844
D3b,27529,0,C,369,18.500000275671482,5.134596861413464,5.135131264289412,-0.03856809064745903,0.38327753464380904,0.2080221876736266,-0.01495940478809657,-0.013099232417336609,-0.014959405810716761,-0.014783271720822392,-0.016484943394936225,7.632783294297951e-17,tracking,-0.06725927765698206,260.1653747558594,-249.25015258789062,178.131591796875
D3b,27529,0,C,370,18.55000027641654,5.048313789700949,5.048892173915496,-0.04670017957687378,0.39437744180361434,0.22816257510387578,-0.01814981219899822,-0.013684009783219497,-0.018149814266316573,-0.017891189613799596,-0.019967693182441827,7.632783294297951e-17,tracking,-0.06908117528702969,259.9117431640625,-249.238037109375,177.93429565429688
D3b,27529,0,C,371,18.600000277161598,5.055259256865181,5.056211094126614,-0.012042835354804993,0.4574162619643742,0.20377044195575053,-0.0046758312847069265,-0.016648043590858655,-0.004675831066498347,-0.004658482571558912,-0.0051439628682021345,1.734723475976807e-17,tracking,-0.08416017647138327,259.66064453125,-249.22447204589844,177.70599365234375
D3b,27529,0,C,372,18.650000277906656,5.176000500987139,5.176257534942955,-0.035061102360486984,0.4240598425600264,0.20894513063632614,-0.013586532120752347,-0.0076325086128002295,-0.013586532936238896,-0.013441087012215082,-0.014984043994336274,8.326672684688674e-17,tracking,-0.03950586840364264,259.4021911621094,-249.21136474609375,177.56053161621094
D3b,27529,0,C,373,18.700000278651714,5.127260116697504,5.127823652847506,0.021095948293805122,0.41024233116043934,0.24754881356906727,0.008180178571240291,-0.01156765139844314,0.008180179346319098,0.008127229601530549,0.009012244543226574,4.85722573273506e-17,tracking,-0.05931035765909761,259.1453552246094,-249.19715881347656,177.4103546142578
D3b,27529,0,C,374,18.750000279396772,5.050886753930759,5.050893596930061,0.0241966862231493,0.4263733471764458,0.25484021887227765,0.009397280690617677,-0.0005170067571049633,0.00939728139461586,0.009327470272002227,0.010337610509300337,7.979727989493313e-17,tracking,-0.0026113425811541565,258.8918762207031,-249.1849365234375,177.3491973876953
D3b,27529,0,C,375,18.80000028014183,5.03389424685878,5.034000782408794,0.12419668585062027,0.459394699467553,0.2747872027050215,0.05097001915743419,0.005783886836448838,0.04854746208655293,0.04674022213015273,0.053456282551126395,8.326672684688674e-17,tracking,0.029115474670482037,258.6402893066406,-249.1747589111328,177.40188598632812
D3b,27529,0,C,376,18.85000028088689,4.106013453102422,4.178703686819751,0.10948357731103897,0.4336230778694153,0.3049165092903965,0.043528102003852015,-0.25759305571595587,0.04352813771489026,0.04206966711450294,0.04704220332216293,1.6653345369377348e-16,tracking,-1.0576805521954766,258.4099426269531,-249.151123046875,176.1984100341797
D3b,27529,0,C,377,18.900000281631947,4.600855914286118,4.6075501964879235,0.15208865702152252,0.47557267427444455,0.31867937879203445,0.06016228462485546,-0.06920781027716671,0.06016232412440847,0.057411383998507745,0.06571633733517308,2.7755575615628914e-17,tracking,-0.31841516322849406,258.1907958984375,-249.1165008544922,174.51544189453125
D3b,27529,0,C,378,18.950000282377005,5.007395254200302,5.008982446481307,0.21114934980869293,0.5287416376007928,0.30460137886604727,0.08359590264986791,0.018195714109406368,0.08359586893753734,0.07837750045794838,0.09223879806892452,5.551115123125783e-17,tracking,0.09111313247822693,257.94793701171875,-249.09640502929688,174.38343811035156
D3b,27529,0,C,379,19.000000283122063,4.910394109757737,4.913058920533239,0.1494913399219513,0.4588155097431606,0.30783894800317546,0.058749572834513174,-0.0037396720191997645,0.05874939176460563,0.056123327768792204,0.0645684833164121,2.7755575615628914e-16,tracking,-0.018363263455504347,257.7038879394531,-249.07981872558594,174.12083435058594
D3b,27529,0,C,380,19.05000028386712,5.177472830775616,5.184887283115046,0.10373436659574509,0.10934534947077433,0.3381331980969252,0.040354663680990964,0.026994381608693895,0.04035454438615246,0.03909792242435147,0.044544526137897354,2.498001805406602e-16,tracking,0.13976267736260162,257.4502868652344,-249.06808471679688,174.40904235839844
D3b,27529,0,C,381,19.10000028461218,5.18348381356369,5.187476178181562,0.13912588357925415,0.16527809937795007,0.31279034700506203,0.05430838363788847,0.024008922075008297,0.0543082185958982,0.05205657492026723,0.06000073044665945,3.608224830031759e-16,tracking,0.12444985895691747,257.1897888183594,-249.05447387695312,174.65914916992188
D3b,27529,0,C,382,19.150000285357237,5.006793347726065,5.012685722223953,0.227709099650383,0.5258333211474949,0.3065346737463083,0.0904312521017253,0.0010418720755443372,0.09043112752687521,0.08435551663486537,0.09984561622558295,3.608224830031759e-16,tracking,0.005216438177016935,256.9366455078125,-249.04266357421875,174.8131866455078
D3b,27529,0,C,383,19.200000286102295,5.294879392289189,5.314381393623274,0.17225216329097748,0.07971085151036583,0.3071571485394912,0.06737452466879196,0.05340383923320469,0.06737449146330074,0.06394326918390299,0.07467595173606335,1.1102230246251565e-16,tracking,0.2827668878250204,256.6800231933594,-249.03775024414062,175.34378051757812
D3b,27529,0,C,384,19.250000286847353,5.460308036990291,5.478753973158804,0.21356835961341858,0.4692393424775866,0.19629599312602547,0.08380356061422886,0.07001449979435947,0.08380354462834202,0.07856002930267734,0.0933447668684585,2.498001805406602e-16,tracking,0.3823007359329961,256.4072570800781,-249.0374755859375,176.2775421142578
D3b,27529,0,C,385,19.30000028759241,5.427440717524626,5.449785321237892,0.15439967811107635,0.3675853493478563,0.17249833369733913,0.06008420788506401,0.059347083197217446,0.060084223188528324,0.0573402579239314,0.06673881736368444,2.498001805406602e-16,tracking,0.3221027758108995,256.1349792480469,-249.0422821044922,177.27560424804688
D3b,27529,0,C,386,19.35000028833747,5.435277004041676,5.4521012670188505,0.17708967626094818,0.07151327212651576,0.10926599203636556,0.06911649045998543,0.07378637550743658,0.06911651975149921,0.06551031748015375,0.07683912348914508,4.996003610813204e-16,tracking,0.40104939000715395,255.8632354736328,-249.04998779296875,178.32818603515625
D3b,27529,0,C,387,19.400000289082527,5.835874493136054,5.855162232301036,0.19525852799415588,0.11535484870274863,0.11839701562709415,0.07601137248283504,0.060932534364634874,0.07601138420234402,0.0716723902369888,0.0850153109848094,5.551115123125783e-17,tracking,0.3555946231007088,255.58221435546875,-249.06314086914062,179.3599853515625
D3b,27529,0,C,388,19.450000289827585,6.273837910046094,6.2964877664775525,0.20257256925106049,0.10353133598963421,0.10023823430041254,0.07859440431612515,0.07208736465269362,0.07859438303225938,0.07396446656942976,0.08833123221386051,3.3306690738754696e-16,tracking,0.45226444119338605,255.2762908935547,-249.08518981933594,-179.45883178710938
D3b,27529,0,C,389,19.500000290572643,6.515948244786458,6.539910492516086,0.1476670205593109,0.09715142170588177,0.11233131696758414,0.05670734761301128,0.062294825478150025,0.05670730025643783,0.05425681667076992,0.0637630520916552,5.551115123125783e-17,tracking,0.40590985873363034,254.95455932617188,-249.115966796875,-178.21243286132812
D3b,27529,0,C,390,19.5500002913177,6.757590129302224,6.7746473947159345,0.13906283676624298,0.09149496833483378,0.09497969230405215,0.053218349670704504,0.06565275484464121,0.05321828352748528,0.05105431073132767,0.05997300980112028,3.3306690738754696e-16,tracking,0.44365440809964624,254.62228393554688,-249.15090942382812,-176.99314880371094
D3b,27529,0,C,391,19.60000029206276,6.971301606017638,6.9853495535961185,0.12099328637123108,0.08441938757896425,0.05857218230358697,0.0461158277765284,0.04756529989353756,0.04611575567497614,0.044481981701614146,0.05205692466034533,6.938893903907228e-17,tracking,0.331592051538529,254.2797088623047,-249.19102478027344,-175.92022705078125
D3b,27529,0,C,392,19.650000292807817,7.152222897216092,7.162834672190106,0.08477841317653656,0.07781887729962667,0.035580421147942326,0.03215855958237514,0.054339704490125464,0.032158504989702325,0.03135541011757629,0.0363395851769307,9.71445146547012e-17,tracking,0.38864967868223144,253.92822265625,-249.23602294921875,-174.88319396972656
D3b,27529,1,B,379,19.000000283122063,4.390046829825193,4.391199873940622,0.05681780353188515,0.056817803639504644,0.12988541921769542,nan,0.01731660699002364,0.022380213100383455,0.0219882781825817,0.02430639349092957,nan,,0.07602071561988206,269.2373046875,-249.83023071289062,-179.78457641601562
D3b,27529,1,B,384,19.250000286847353,5.64160425634284,5.641997265445483,0.05660935118794441,0.056609351929898064,0.12997946090608326,nan,0.009813709172002655,0.021769827380461886,0.021398802551549058,0.024216933014453216,nan,,0.055365063435280956,267.93316650390625,-249.86575317382812,-178.84776306152344
D3b,27529,1,B,385,19.30000028759241,5.65597967415012,5.65714829630201,0.08268043398857117,0.08268043489402367,0.14367338435908422,nan,0.01674327884178262,0.03183779751727143,0.031050444750143746,0.03543407849554561,nan,,0.09469964480775027,267.6517333984375,-249.8763427734375,-178.62168884277344
D3b,27529,1,B,386,19.35000028833747,5.780126204887895,5.78277977669459,0.1038648933172226,0.10386489478353826,0.14735463354959275,nan,0.0257178655878935,0.04000903023366859,0.038773505045844536,0.04460118140987802,nan,,0.14865250881836786,267.3694152832031,-249.8909454345703,-178.26446533203125
D3b,27529,1,B,387,19.400000289082527,6.013360854162535,6.018154881267138,0.1304948627948761,0.13049487008092303,0.1482439430099388,nan,0.03409442959880398,0.050274557940590145,0.04833900744503971,0.05621247815355067,nan,,0.2050221082944483,267.0715026855469,-249.9116973876953,-177.7281036376953
D3b,27529,1,B,388,19.450000289827585,5.991351945782293,5.997509820035739,0.14056912064552307,0.14056911410246456,0.13598493984790805,nan,0.04040063312289263,0.05422765438522838,0.05198254812746409,0.06063549916359155,nan,,0.24205441187167934,266.7722473144531,-249.93731689453125,-177.06137084960938
D3b,27529,1,B,389,19.500000290572643,5.917589122911687,5.925945501894361,0.14423540234565735,0.14423539750536696,0.13571839291396076,nan,0.04850887805703681,0.05570742045298346,0.05334078707628988,0.06224977023239835,nan,,0.2870556091549704,266.4768981933594,-249.9677276611328,-176.28582763671875
D3b,27529,1,B,390,19.5500002913177,5.65611082667018,5.664001689703368,0.1424383968114853,0.1424383899331507,0.14059673954783292,nan,0.05711330390070557,0.05514862148658164,0.05282824036755854,0.061458227538631054,nan,,0.323039176539685,266.18939208984375,-250.00155639648438,-175.4520263671875
