source,route,seed,step,speed,dense_turn_distance_m,plan_k_near,plan_k_aim,c_cmd_k,b_steer,c_steer,c_plant_steer,c_ack_only_steer,plan_plant_steer,gamma,opposite,s_shape,b_near_zero,c_near_zero,b_matches_plan,c_matches_plan,b_aim_sign,c_aim_sign
W2,17569,2,377,2.411838222793723,nan,0.036610226114691405,-0.02401454555547665,-0.02846705393054464,-0.12437580525875092,-0.06952215182948482,-0.07333080403660971,-0.07112762948714899,-0.06167490839054306,0.9704990481645902,0,0,0,0,0,0,-1,-1
W2,17569,2,378,2.739014507512665,nan,0.04911550107394763,-0.008914637065430032,-0.024989921002543967,-0.128187358379364,-0.06143934787191055,-0.06462077666282393,-0.0626826608739502,-0.02278326140980723,0.9704990481645902,0,1,0,0,0,0,-1,-1
W2,17569,2,379,3.065347889381127,nan,0.05636389863224239,0.010167663676830897,-0.027974944067840637,-0.11250599473714828,-0.06917613011895563,-0.07293642608660227,-0.07074562053694342,0.026172451853516007,0.9704990481645902,0,0,0,0,0,0,-1,-1
W2,17569,2,386,2.4674439434462765,nan,0.052565578188788466,0.18190551803563793,-0.06040553061552106,-0.2703746259212494,-0.1465554691757556,-0.15861734254685161,-0.15380808993997858,0.48168801090520896,0.9704990481645902,0,1,0,0,0,0,-1,-1
W2,17569,2,393,1.794601868597512,nan,0.054050055259307325,-0.012433805158320835,-0.014907808598697172,-0.2904338538646698,-0.03604736807351582,-0.03760116547810635,-0.03647997927956168,-0.03130312347381126,0.9704990481645902,0,1,0,0,0,0,-1,-1
W2,17569,2,394,1.897607051355543,nan,0.05693373524536551,0.07221806239428763,-0.031031762541996834,-0.29380637407302856,-0.0750283449519405,-0.07930488491888185,-0.07691938349803,0.1885765732125801,0.9704990481645902,0,1,0,0,0,0,-1,-1
W2,17569,2,395,2.0537828462271595,nan,0.07451977047032084,-0.1715633424476508,0.0568486590593154,-0.2686893939971924,0.024971656538175624,0.1478709268940833,0.14338925186784815,-0.4521166069538927,0.9704990481645902,1,1,0,0,0,1,-1,1
W2,17569,2,397,2.2107098282836395,nan,0.08131450298917789,-0.04211292895177565,0.04055059695716704,-0.3150390088558197,0.09030454014726123,0.10485754445961859,0.10169161732457326,-0.10899750799075512,0.9704990481645902,1,1,0,0,0,1,-1,1
W2,17569,2,398,2.1826408547055123,nan,0.12694360702895918,-0.32560565237434563,0.0294986464347809,-0.2568577229976654,0.07172050992868778,0.07571350394334994,0.07343763146396935,-0.7826935139057513,0.9704990481645902,1,1,0,0,0,1,-1,1
W2,17569,2,399,2.1366612801477634,nan,0.12235805068855961,-0.2265538143620806,0.06386416973945898,-0.26274433732032776,0.15381171990061393,0.16692440752132195,0.16186214651338515,-0.5847833594354421,0.9704990481645902,1,1,0,0,0,1,-1,1
W2,17569,2,400,2.1314187380109852,nan,0.11308635284063086,-0.08839079404431577,0.04093377109394765,-0.3034372329711914,0.09921125936922928,0.10571521998492264,0.10252299084398682,-0.23308715865324273,0.9704990481645902,1,1,0,0,0,1,-1,1
W2,17569,2,401,2.1769431586675174,nan,0.08669971113908931,-0.14098041316688992,0.07525930802563047,-0.2909022271633148,0.18063616829337079,0.19777550181070264,0.1917796745137016,-0.37421455899608874,0.9704990481645902,1,1,0,0,0,1,-1,1
W2,17569,2,402,2.301964059325027,nan,0.0941801839979764,-0.03167511988663507,0.02361434117773932,-0.30630117654800415,0.08063616680325467,0.060505219853031915,0.05869185642666396,-0.08159768544907793,0.9704990481645902,1,1,0,0,0,1,-1,1
W2,17569,2,403,2.480539185749043,nan,0.09958920525428441,-0.008159248641742927,0.0030899172634325997,-0.2551420032978058,0.007572428189927074,0.007822434967420583,0.007591108665582687,-0.02073899199355853,0.9704990481645902,1,1,0,1,0,1,-1,1
W2,17569,2,404,2.7189837588249004,nan,0.10284055193808385,-0.0565974919006037,-0.020326005132890793,-0.2839474081993103,-0.049982560182334816,-0.052369810892620335,-0.050803130903187506,-0.1490526425918346,0.9704990481645902,0,0,0,0,0,0,-1,-1
W2,17569,2,405,3.007193607846326,nan,0.08369083883607023,-0.10481756375794637,-0.04686938999497586,-0.3069482445716858,-0.11532882465634842,-0.123480231820379,-0.11974505781963758,-0.28207085706503116,0.9704990481645902,0,0,0,0,0,0,-1,-1
W2,17569,2,406,3.3495255018488765,nan,0.06080528264959237,-0.19611587248554743,0.004713788525550348,-0.19169393181800842,-0.015328823166232297,0.012147843892360432,0.011788165019047326,-0.5254437229625089,0.9704990481645902,0,0,0,1,0,0,-1,1
W2,17569,2,407,3.735238857079674,nan,0.06487416855061814,-0.16841935501407865,0.0045954280840099174,-0.2001814842224121,0.011534284438902156,0.011929843397128095,0.011576650422500487,-0.45858545916785426,0.9704990481645902,1,0,0,1,0,1,-1,1
W2,17569,2,408,4.084613856527657,nan,0.07412644627124212,-0.13964833827716946,-0.0002470343882143512,-0.1863955557346344,-0.0006242879972208385,-0.0006516796405166463,-0.0006244108503502061,-0.3893539153000039,0.9581643608304531,0,0,0,1,0,0,-1,-1
W2,17569,2,409,4.432829218539874,nan,0.07546258673928025,-0.15549836073730997,0.012618423406471596,-0.1556505411863327,0.032091672488709234,0.033846239127587475,0.03241717922380023,-0.43566740350974864,0.9581643608304531,1,0,0,0,0,1,-1,1
W2,17569,2,410,4.787516397748423,nan,0.07019733618084889,-0.14694505165516797,0.03224411714661871,-0.11578698456287384,0.08238020369424401,0.08830765466341466,0.08453884912786953,-0.4150899782252665,0.9581643608304531,1,0,0,0,0,1,-1,1
W2,17569,2,411,5.1478286495396635,nan,0.06138077343801429,-0.07794788676038794,0.016205650404530605,-0.09390806406736374,0.04178768578423546,0.04420396706395497,0.042333294815363284,-0.2199974493408612,0.9581643608304531,1,0,1,0,0,1,-1,1
W2,17569,2,412,5.508333347650819,nan,0.057519754838065554,-0.05106390467435055,0.014126119710292996,-0.08048256486654282,0.036694118964196325,0.038748857319445246,0.03711119120937639,-0.14344681472830512,0.9581643608304531,1,0,1,0,0,1,1,1
W2,17569,2,413,5.663096972541708,nan,0.0494582464433959,0.02215759775020305,-0.015242054713088808,-0.10249201208353043,-0.039669397925400744,-0.04192961113087865,-0.040156255640147506,0.06126140619716252,0.9581643608304531,0,0,0,0,0,0,-1,-1
W2,17569,2,414,5.670182137555097,nan,0.04232937293963406,0.07146760203353726,-0.03280929692834417,-0.09905479848384857,-0.08520097339117018,-0.09137384656774261,-0.08747323633509187,0.20309402754015168,0.9581643608304531,0,0,1,0,0,0,-1,-1
W2,17569,2,415,5.6472897178429955,nan,0.036179514610578306,0.1083727490193419,-0.04282791987375955,-0.08998426049947739,-0.11096516256305226,-0.1199838065828876,-0.11484313189450275,0.3109751506590253,0.9581643608304531,0,0,1,0,0,0,-1,-1
W2,17569,2,416,5.940703178319446,nan,0.03204397800201584,0.12627912772756342,-0.04395977518757765,-0.08218416571617126,-0.11420303264680551,-0.1235984434169156,-0.118301123965849,0.36395568854312166,0.9581643608304531,0,0,1,0,0,0,-1,-1
W2,17569,2,457,7.826669651438918,nan,0.05443154678548935,0.12049365234241437,-0.1167760259675078,-0.2571370601654053,-0.30000552127540575,-0.36050114920479437,-0.32838053111809357,0.3720236456644669,0.9117058100690492,0,1,0,0,0,0,-1,-1
W2,17569,2,458,7.554014933044421,nan,0.04453090254622116,0.14727889500680447,-0.12254193927618341,-0.21518389880657196,-0.3128713448661716,-0.3773040551907812,-0.3438252196125933,0.45249999115259104,0.9117058100690492,0,1,0,0,0,0,-1,-1
W2,17569,2,466,2.852727557798792,nan,0.2585994849582903,0.29732832933122133,-0.33079605418984676,-0.37763428688049316,-0.6538237382105544,-0.8016267301685185,-0.7846209186002743,0.7411573224406331,0.9704990481645902,0,1,0,0,0,0,-1,-1
W2,17569,2,467,1.5375806685372169,nan,0.47143666789097305,0.36786606698252633,-0.372582710070998,-0.31927189230918884,-0.687945076835237,-0.8477435977002656,-0.8313030018728208,0.8407584266244803,0.9704990481645902,0,0,0,0,0,0,-1,-1
W2,17569,2,470,1.1932446047586172,nan,0.07599097953064231,0.44915986378104034,-0.4242140474864386,-0.3723587095737457,-0.7373840872403775,-0.9119399500606191,-0.896109691147394,0.9416840070585633,0.9704990481645902,0,1,0,0,0,0,-1,-1
W2,17569,2,471,1.5274714928439914,nan,0.08771183415307808,0.20883127425855963,-0.33480915824318036,-0.32597699761390686,-0.6428545024752778,-0.7886426350344538,-0.7720547979368364,0.5377219858105166,0.9704990481645902,0,1,0,0,0,0,-1,-1
W2,17569,2,473,2.0970289706867193,nan,-0.034080499775270674,3.4404676251688935,-0.3674921156056996,-0.061666425317525864,-0.6893028952632668,-0.8489929272566071,-0.8323463816985385,nan,0.9704990481645902,0,1,1,0,1,1,-1,-1
W2,17569,2,484,1.1243330926473218,nan,0.1031008867975347,-0.5772264088622309,-1.6674282292208602,-0.24258489906787872,-0.8,nan,nan,-1.0616421718996116,0.9704990481645902,0,1,0,0,0,0,-1,-1
W2,17569,2,492,1.0445760982091925,nan,0.04061748344540047,1.086863039708662,-2.853796546213832,-0.26338157057762146,-0.8,nan,nan,1.2822247352993763,0.9704990481645902,0,0,0,0,0,0,-1,-1
W2,17569,2,493,1.138084597438408,nan,0.0736398148814204,0.9849475144823328,-2.7952043066557093,-0.2035152167081833,-0.8,nan,nan,1.257506060030922,0.9704990481645902,0,1,0,0,0,0,-1,-1
W2,17569,2,494,1.210325595609316,nan,0.062220463410953414,0.03384021004952631,-1.883820466506226,-0.1964290589094162,-0.8,nan,nan,0.08554233794198333,0.9704990481645902,0,1,0,0,0,0,-1,-1
W2,17569,2,495,1.2234749007844192,nan,0.06927763821614373,-0.15847292491999637,-1.3439697632124759,-0.12353894114494324,-0.8,nan,nan,-0.41239578585722203,0.9704990481645902,0,0,0,0,0,0,-1,-1
W2,17569,2,496,1.273691740328722,nan,0.0923923614578952,-0.0520137924598319,-0.7183807804511819,-0.19870226085186005,-0.8,-1.1554806128260604,-1.1439213676946445,-0.1330245767972049,0.9704990481645902,0,1,0,0,0,0,-1,-1
W2,17569,2,497,1.4165525316273928,nan,0.1005809257331502,-0.04498969779372719,-0.5826564876844307,-0.15653598308563232,-0.8,-1.0715780535993995,-1.0580354673033916,-0.11492474161706932,0.9704990481645902,0,1,0,0,0,0,-1,-1
W2,17569,2,498,1.6117105437009474,nan,0.08381315817773781,0.05053844367461211,-0.355096958183897,-0.21427319943904877,-0.6999999985098839,-0.8224472765124778,-0.8058848225893425,0.1299604070639791,0.9704990481645902,0,1,0,0,0,0,-1,-1
W2,17569,2,499,1.791981677438296,nan,0.09235003959092966,0.06798347946229125,-0.2738155025594172,-0.18133069574832916,-0.5999999970197678,-0.681258054871385,-0.664998424473863,0.17686674464356814,0.9704990481645902,0,1,0,0,0,0,-1,-1
W2,17569,2,500,2.0267421134114185,nan,0.09551017401110609,0.10587690710074214,-0.25398788659475974,-0.1375296264886856,-0.533748301262204,-0.6435126455160887,-0.6275520868256398,0.2797534297348129,0.9704990481645902,0,1,0,0,0,0,-1,-1
W2,17569,2,501,2.293148995213699,nan,0.10141535055041923,0.13095727176018868,-0.22133745729705073,-0.0984436422586441,-0.4818775987914823,-0.5745890928307685,-0.5594765585523412,0.3484805385806778,0.9704990481645902,0,1,1,0,0,0,-1,-1
W2,17569,2,502,2.5877258423356952,nan,0.10202230288712369,0.1367911533646423,-0.15660917413255063,-0.05584588274359703,-0.38187759730136617,-0.4181744676548666,-0.40611764924684474,0.3659891377560973,0.9704990481645902,0,1,1,0,0,0,1,-1
W2,17569,2,504,3.326720792349277,nan,0.09561100160366558,0.16751098454722899,-0.12170347124072925,-0.09886276721954346,-0.29167290053755895,-0.33017069031807006,-0.3203460376893049,0.4526401710731084,0.9704990481645902,0,1,1,0,0,0,-1,-1
W2,2091,0,322,1.0264152838427676,nan,-0.10632480379295581,-0.12485147749667105,0.017416021671198004,-0.06035124883055687,0.041509850336398854,0.043388517435752824,0.042092747706501676,-0.32447450412756074,0.9704990481645902,1,0,1,0,1,0,-1,1
W2,2091,0,323,1.2274663123006682,nan,-0.09048800611279859,-0.04537303262574641,0.00905017610444753,-0.08015316724777222,0.02166333759928333,0.022488491188107227,0.021820549915986375,-0.11552553237343395,0.9704990481645902,1,0,1,0,1,0,-1,1
W2,2091,0,325,1.6018436680715349,nan,-0.09322273653540185,-0.07155238877700398,0.0035812419433424608,-0.07189301401376724,0.0086335001566212,0.008922139681064731,0.008658194021503762,-0.18576548922313063,0.9704990481645902,1,0,1,1,1,0,-1,1
W2,2091,0,326,1.827948730300598,nan,-0.12417264044837673,-0.06246295720658873,0.010736489715137947,-0.06475267559289932,0.025984722864708532,0.027011922792953207,0.02620869401924616,-0.16222154543034475,0.9704990481645902,1,0,1,0,1,0,-1,1
W2,2091,0,327,2.135593956879688,nan,-0.08055486565667164,-0.01934867977410678,-0.012118312976704647,-0.09503196179866791,-0.02949541376341808,-0.030696270706780278,-0.02978263358713753,-0.0492729256563245,0.9704990481645902,0,0,1,0,1,1,-1,-1
W2,2091,0,328,2.4127020169795985,nan,-0.10266138147780977,-0.009185055862613468,-0.01588535303693862,-0.09737209975719452,-0.03885466079840335,-0.040562066207056,-0.039351847545371695,-0.02333511383380307,0.9704990481645902,0,0,1,0,1,1,-1,-1
W2,2091,0,329,2.735566657538536,nan,-0.11249782778712558,-0.04430646233022265,0.002782225334189205,-0.0824713259935379,0.006851325247178826,0.007075735701089758,0.00686654019356147,-0.11596079019106012,0.9704990481645902,1,0,1,1,1,0,-1,1
W2,2091,0,330,3.115716914582548,nan,-0.1019307045281278,-0.04971067214480565,0.006023420142958471,-0.08390962332487106,0.014939243234475812,0.015469721616362016,0.01501124318350162,-0.13144004503527468,0.9704990481645902,1,0,1,1,1,0,-1,1
W2,2091,0,331,3.50143825615535,nan,-0.12754986955534878,-0.046080210103954675,0.003201139726198709,-0.10349864512681961,0.007998842868464785,0.00826368298775215,0.008019287279950072,-0.1225000132906713,0.9704990481645902,1,0,0,1,1,0,-1,1
W2,2091,0,332,3.8574331356030886,nan,-0.13332928004683298,-0.10696579627766552,0.034410726364484466,-0.07329625636339188,0.08630026058722938,0.09147131569894928,0.08871585385142675,-0.2926908751828801,0.9704990481645902,1,0,1,0,1,0,-1,1
W2,2091,0,333,4.209843171079675,nan,-0.10089497820125468,-0.09149544105873594,0.020885857983464203,-0.10629896074533463,0.052847200646636366,0.056120554891768266,0.053738985625135946,-0.2545663249854807,0.9581643608304531,1,0,0,0,1,0,-1,1
W2,2091,0,334,4.549895668114047,nan,-0.11148621990088725,-0.10985352476033258,0.024003776660889216,-0.10861533880233765,0.06111810264346267,0.06507162632614515,0.06230548220979989,-0.30878853613012597,0.9581643608304531,1,0,0,0,1,0,-1,1
W2,2091,0,335,4.894273786473081,nan,-0.09232066512890459,-0.13034158107867802,0.03338704088126196,-0.052798472344875336,0.08546264658003891,0.09169801396460006,0.0877826110075176,-0.3693432548860572,0.9581643608304531,1,0,1,0,1,0,-1,1
W2,2091,0,336,5.251068304898436,nan,-0.09718016352829503,-0.12684130831209886,0.02249106864628822,-0.08599735796451569,0.05807577489078443,0.06175509256736897,0.059132069565473365,-0.361967524599555,0.9581643608304531,1,0,1,0,1,0,-1,1
W2,2091,0,337,5.585111062274792,nan,-0.11811588926086991,-0.1270808028068481,0.01164965873402757,-0.10719499737024307,0.030304048785512506,0.03193514222297464,0.030587641380333774,-0.3649686952510339,0.9581643608304531,1,0,0,0,1,0,-1,1
W2,2091,0,338,5.652084372644874,nan,-0.14190992801532473,-0.13054298247581347,0.012136607982287306,-0.10470781475305557,0.03159090854576441,0.03330475041887317,0.031899002028136655,-0.3751678948841392,0.9581643608304531,1,0,0,0,1,0,-1,1
W2,2091,0,339,5.705372182223815,nan,-0.1215834534920118,-0.1227541418412004,-0.003256122863718469,-0.14148691296577454,-0.008483188415851673,-0.008877587204836532,-0.00850524412038721,-0.35292176213979276,0.9581643608304531,0,0,0,1,1,1,-1,-1
W2,2091,0,340,5.581514318299193,nan,-0.15414939614029943,-0.14056042237816394,0.011466029952654042,-0.11238469928503036,0.0298256504328596,0.03142619476028063,0.03010033241409641,-0.4035044481502351,0.9581643608304531,1,0,0,0,1,0,-1,1
W2,2091,0,341,6.147088857388082,nan,-0.14405364101773843,-0.12830312702512725,-0.00891520893727874,-0.15790198743343353,-0.02332565163896473,-0.02578420652843188,-0.023492387222516092,-0.38941264936250497,0.9117058100690492,0,0,0,0,1,1,-1,-1
W2,2091,0,343,6.847979884604279,nan,-0.14101635187528344,-0.12368592332856061,-0.03386623806497431,-0.24076250195503235,-0.08897811055377265,-0.1004840974228093,-0.0914286807793885,-0.3781022644075494,0.9117058100690492,0,0,0,0,1,1,-1,-1
W2,2091,0,345,7.316768354531449,nan,-0.11989450731189621,-0.09929809146953103,-0.0598855515941124,-0.30507197976112366,-0.15705938796545654,-0.18119420073160672,-0.1647644032348494,-0.30435281599459163,0.9117058100690492,0,0,0,0,1,1,-1,-1
W2,2091,0,346,7.424555090553483,nan,-0.14461370370588394,-0.10022614204749829,-0.06281029338044146,-0.26990512013435364,-0.16475378742785632,-0.19051090638371568,-0.1732338161457349,-0.30758483785670043,0.9117058100690492,0,0,0,0,1,1,-1,-1
W2,2091,0,448,1.1687626759333427,nan,-0.26877421355190223,-0.21726832475254187,-0.08020569304180243,-0.5417395830154419,-0.10724542556200167,-0.20723054171151367,-0.20095226720407836,-0.5535124891742084,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,449,1.3202745391240143,nan,-0.1713205011569116,-0.18958813292934368,-0.08349167859274549,-0.4600277543067932,-0.19655823112794998,-0.21655634632013007,-0.20999959168813426,-0.49014699551408114,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,450,1.5326345157997712,nan,-0.23403794985060275,-0.17947383012575882,-0.07380433682917002,-0.500259518623352,-0.17513089842350643,-0.19153394276879318,-0.18572654435654523,-0.4673741508254604,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,451,1.7470278891469306,nan,-0.2615105825550148,-0.2561313132215177,-0.07876571997282651,-0.5079481601715088,-0.18727678942570225,-0.20559542220531005,-0.19936527122903602,-0.644652666942167,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,453,2.2441231538703645,nan,-0.3992862629360282,-0.3080341039135469,-0.08717891528867495,-0.13466142117977142,-0.20845491694678756,-0.2302970031509148,-0.22333021038992276,-0.7524753208256801,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,454,2.3530349502015375,nan,-0.3741814135437032,-0.36864213031835796,-0.08693870286323375,-0.13466142117977142,-0.20832865242617765,-0.2301163940536536,-0.22315463780078681,-0.8548192419058825,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,455,2.297849724042545,nan,-0.2727137671749339,-0.20519715778443892,-0.1034952753795397,-0.13466142117977142,-0.24575236581868887,-0.2747381077967083,-0.26647586313674915,-0.5368835384710428,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,624,1.1408481395806236,nan,-0.178690644847306,-0.25698266928825253,-0.0523697610883678,-0.6413911581039429,-0.12426149984128684,-0.1336327284698257,-0.1295854927589715,-0.639225941658696,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,625,1.1839998976436583,nan,-0.16348462873233577,-0.191098426010686,-0.0743954532441814,-0.6215494275093079,-0.1753612791388131,-0.19187298633788374,-0.18605561129954,-0.49254449981147097,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,634,1.3328686172254085,nan,-0.16995596475030716,-0.15944890018126257,-0.08220985816222799,-0.5891426205635071,-0.18323297111553444,-0.2131934127888476,-0.2067368147711862,-0.4157004702404917,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,635,1.575423099339128,nan,-0.15871926593602823,-0.16968599139985935,-0.08714255356334699,-0.528890073299408,-0.20579010828329095,-0.2273468269772532,-0.22046921678681494,-0.4434133988318786,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,636,1.8512726582146695,nan,-0.21208773349378318,-0.1942495945661638,-0.09575944735214564,-0.6187902092933655,-0.22638017943532537,-0.2516818137546763,-0.24408847831510536,-0.5062901458706942,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,637,2.040435018715033,nan,-0.14959361918950376,-0.14482516466215872,-0.10307444130793633,-0.5286605954170227,-0.24362950240777193,-0.27228368693896937,-0.264093655419029,-0.38332577479576885,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,638,2.2545528188409616,nan,-0.15312080059708774,-0.18765295937762852,-0.10026655496437044,-0.5484238862991333,-0.23829032220002877,-0.265784627739881,-0.2577801228498145,-0.4939838780771197,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,639,2.4450283533157644,nan,-0.1495684624325325,-0.14422879364017321,-0.10895209597980962,-0.5371595621109009,-0.2586680436688978,-0.290285944125416,-0.28157997960680564,-0.38467548587149514,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,640,2.702797590845826,nan,-0.14262200449068851,-0.20605987593649952,-0.12912027848060148,-0.12275037914514542,-0.3044014220860197,-0.3462512895061189,-0.3360046158433717,-0.5430642590742036,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,641,3.023527833075283,nan,-0.09914057632582822,-0.15474143542984092,-0.13069328659951585,-0.5921734571456909,-0.30968225593786464,-0.3526132840217654,-0.3421913936355512,-0.4167377817138051,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,642,3.1997847550735923,nan,-0.0876726068254666,-0.03698205319154835,-0.13879705396209752,-0.5173497796058655,-0.328253533796515,-0.3756640017312654,-0.36463737646897665,-0.09722692442106796,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,643,3.3365920436205325,nan,-0.08121911145504238,0.044083403703607776,-0.13613753774815468,-0.4911833107471466,-0.32337601233600133,-0.36947248165917873,-0.3586020039102837,0.11669010937161575,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,644,3.590757786472995,nan,-0.07021038428038073,0.020503067519010584,-0.11679482457321175,-0.4642629325389862,-0.28214874361651443,-0.31834253522679273,-0.3088388638489832,0.05371899201068735,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,645,3.901585900711328,nan,-0.06921665268983354,-0.04523826461468452,-0.07980648954425465,-0.4224269390106201,-0.19758098936359517,-0.2170788906991442,-0.21050181819864264,-0.12113617952933961,0.9704990481645902,0,0,0,0,1,1,-1,-1
W2,2091,0,646,4.239494009430559,nan,-0.0592985116471432,-0.07586808910760479,-0.06555362811923396,-0.4237441420555115,-0.1642551277895491,-0.1808578316728058,-0.17308068245592412,-0.21018054755497492,0.9581643608304531,0,0,0,0,1,1,-1,-1
W2,2091,0,647,4.561106348001502,nan,-0.05233108769930017,-0.11408563750453606,-0.04277017181731421,-0.3958573341369629,-0.10855628363640886,-0.1173736355921755,-0.11234488119350103,-0.32091544234960606,0.9581643608304531,0,0,0,0,1,1,-1,-1
W2,2091,0,648,4.905907982834052,nan,-0.052751496582754215,-0.14241547432436763,-0.021227766254481032,-0.36950957775115967,-0.054448349218238316,-0.05783727140180895,-0.05538237710182374,-0.40342077662270853,0.9581643608304531,0,0,0,0,1,1,-1,-1
W2,2091,0,649,5.261408456097563,nan,-0.04660512015297008,-0.13693660220542436,-0.020270922433433217,-0.2910616099834442,-0.05236725425311566,-0.055582528990235754,-0.053224617600513516,-0.39078980488657294,0.9581643608304531,0,0,0,0,1,1,-1,-1
W2,2091,0,650,5.3946543055681655,nan,-0.04271935958915694,-0.13586113095469293,-0.016658046989912606,-0.28662118315696716,-0.04316384688010354,-0.04567686346575696,-0.043743320073361174,-0.38877024457828596,0.9581643608304531,0,0,0,0,1,1,-1,-1
W2,2091,0,651,5.5213087958391105,nan,-0.03841651276737986,-0.13921804469985172,-0.009459616767674215,-0.26188451051712036,-0.02458611866096157,-0.02586229469875648,-0.02477266731425186,-0.39931130491792494,0.9581643608304531,0,0,0,0,1,1,-1,-1
W2,2091,0,652,5.2721946153051205,nan,-0.03049410261994196,-0.1871788061358313,0.022023077887307684,-0.2131718248128891,0.05689445672627493,0.06047547884059311,0.05790746808926107,-0.5286698253605429,0.9581643608304531,1,0,0,0,1,0,-1,1
W2,2091,1,309,2.1195449329197515,nan,-0.1751244764811828,-0.2118211614788666,0.02725961573692958,-0.05214802548289299,0.06622128109153949,0.06978005271227243,0.06768478958250722,-0.5506958882062921,0.9704990481645902,1,0,1,0,1,0,-1,1
W2,2091,1,311,2.0752731391573462,nan,-0.2149505391785763,-0.3899014096897088,0.040126507986429874,-0.0556681752204895,0.09716973389346657,0.10347209245891115,0.10034844262197969,-0.8812884452872839,0.9704990481645902,1,0,1,0,1,0,-1,1
W2,2091,1,312,2.0172799501478638,nan,-0.1925498420728921,0.13055521210575746,0.02897304253601813,-0.05109190195798874,0.07023087991042933,0.07410905236982389,0.07188195890864904,0.34562029587825654,0.9704990481645902,1,0,1,0,1,0,-1,1
W2,2091,1,313,1.954500841163814,nan,-0.1463359819172403,0.04225288320846854,0.03194749254921045,-0.06174355372786522,0.07731229999492224,0.08178020408157351,0.07931924478391544,0.108845880560635,0.9704990481645902,1,0,1,0,1,0,-1,1
W2,2091,1,314,1.892767135356915,nan,-0.0996184832802571,0.127965417023564,0.07466858233140558,-0.07006798684597015,0.17731230148503835,0.19514097805320804,0.1892246726809143,0.33796820937363387,0.9704990481645902,1,0,1,0,1,0,-1,1
W2,2091,1,315,1.8147696523283694,nan,-0.10270212419186278,-0.0992098187294711,0.011170455937822748,-0.09158458560705185,0.07731229999492223,0.028106150615556307,0.02727013747876221,-0.2607739906570426,0.9704990481645902,1,0,1,0,1,0,-1,1
W2,2091,1,316,1.746032849451293,nan,-0.09833821200951601,-0.08714676781184211,0.00936992673617532,-0.05930371209979057,0.02264450603513406,0.02351321588995672,0.022814682876104445,-0.22807896872369446,0.9704990481645902,1,0,1,0,1,0,-1,1
W2,2091,1,317,1.6669583380592563,nan,-0.10154652987643818,-0.09853789260901391,0.008584640571764302,-0.11690130829811096,0.020717040999350216,0.021497916558411222,0.020859605564440695,-0.25826026814227226,0.9704990481645902,1,0,0,0,1,0,-1,1
W2,2091,1,318,1.596690486001978,nan,-0.09725835278308004,-0.1162248542609189,0.011458222583999676,-0.10333792120218277,0.027611421363372475,0.028719973894830917,0.02786553671402356,-0.3050652784495561,0.9704990481645902,1,0,0,0,1,0,-1,1
W2,2091,1,319,1.521448194520735,nan,-0.10359386747625424,-0.1339785140149923,0.01203798014771074,-0.09694348275661469,0.028967021205447436,0.030144373217761596,0.029247210701184127,-0.3514183114504376,0.9704990481645902,1,0,1,0,1,0,-1,1
W2,2091,1,358,1.1686959749983148,nan,-0.08163821379236214,-0.04803241958201864,0.01723093970391647,-0.09949526190757751,0.041176878550639645,0.043033925927253754,0.04174889046515106,-0.12234480965997865,0.9704990481645902,1,0,1,0,1,0,-1,1
W2,2091,1,359,1.373266003345669,nan,-0.08511168850376416,-0.06021155214510315,0.02760084935148311,-0.11019651591777802,0.06612335994083995,0.06969635175188177,0.06760325071325961,-0.1549010051803217,0.9704990481645902,1,0,0,0,1,0,-1,1
W2,2091,1,361,1.820589707756369,nan,-0.08958363430952558,-0.11345102462654832,0.02964251743867277,-0.07114014774560928,0.07158306516236275,0.07557730406780491,0.07330537313202569,-0.29893658916251276,0.9704990481645902,1,0,1,0,1,0,-1,1
W2,2091,1,362,2.099498357070228,nan,-0.09205601732580754,-0.11265007096718152,0.022499964893860663,-0.08998838812112808,0.054673401436960374,0.05738708340482132,0.055668211272377886,-0.2983463936703287,0.9704990481645902,1,0,1,0,1,0,-1,1
