base_id,scenario,cls,seed,world,rid,mode,t_lat,max_abs_d,d_at_max,t_first_stop,v_min,k0,stop,ticks,registry_dropped,registry_kept,oncoming_in_window
3373,YieldToEmergencyVehicle,EV,0,wnull,337330,bypass_L,129.0,3.501,3.501,,6.884,129,route_end,210,,YieldToEmergencyVehicle,
3373,YieldToEmergencyVehicle,EV,1,x10,337311,bypass_L,145.0,3.5,3.5,,6.718,145,route_end,242,,YieldToEmergencyVehicle,
3373,YieldToEmergencyVehicle,EV,1,x00,337321,keep,,0.001,-0.001,,20.113,145,route_end,152,YieldToEmergencyVehicle,,
3373,YieldToEmergencyVehicle,EV,2,x10,337312,bypass_L,141.0,3.5,3.5,,7.156,141,route_end,235,,YieldToEmergencyVehicle,
3373,YieldToEmergencyVehicle,EV,2,x00,337322,keep,,0.001,-0.001,,20.115,141,route_end,144,YieldToEmergencyVehicle,,
3378,YieldToEmergencyVehicle,EV,0,x10,337810,bypass_R,137.0,3.25,-3.25,,6.63,137,route_end,229,,YieldToEmergencyVehicle,
3378,YieldToEmergencyVehicle,EV,0,x00,337820,keep,,0.001,-0.001,,15.995,137,route_end,161,YieldToEmergencyVehicle,,
3378,YieldToEmergencyVehicle,EV,0,wnull,337830,bypass_R,137.0,3.25,-3.25,,6.63,137,route_end,229,,YieldToEmergencyVehicle,
3378,YieldToEmergencyVehicle,EV,1,x10,337811,bypass_R,173.0,3.25,-3.25,,5.976,173,route_end,243,,YieldToEmergencyVehicle,
3378,YieldToEmergencyVehicle,EV,1,x00,337821,no_window,,,,,,173,route_end,161,YieldToEmergencyVehicle,,
3378,YieldToEmergencyVehicle,EV,2,x10,337812,bypass_R,121.0,3.251,-3.251,,6.915,121,route_end,210,,YieldToEmergencyVehicle,
3378,YieldToEmergencyVehicle,EV,2,x00,337822,keep,,0.001,0.001,,15.995,121,route_end,154,YieldToEmergencyVehicle,,
3380,YieldToEmergencyVehicle,EV,0,x10,338010,bypass_L,96.0,1.819,1.819,108.0,0.0,49,after_trigger,849,,YieldToEmergencyVehicle,
3380,YieldToEmergencyVehicle,EV,0,x00,338020,keep,,0.006,0.006,,11.4,49,route_end,140,YieldToEmergencyVehicle,,
3380,YieldToEmergencyVehicle,EV,0,wnull,338030,bypass_L,96.0,1.819,1.819,108.0,0.0,49,after_trigger,849,,YieldToEmergencyVehicle,
3380,YieldToEmergencyVehicle,EV,1,x10,338011,bypass_L,149.0,3.502,3.502,,6.82,149,route_end,238,,YieldToEmergencyVehicle,
3380,YieldToEmergencyVehicle,EV,1,x00,338021,keep,,0.003,0.003,,20.12,149,route_end,151,YieldToEmergencyVehicle,,
3380,YieldToEmergencyVehicle,EV,2,x10,338012,bypass_L,141.0,3.503,3.503,,6.506,141,route_end,230,,YieldToEmergencyVehicle,
3380,YieldToEmergencyVehicle,EV,2,x00,338022,keep,,0.005,0.005,,20.07,141,route_end,144,YieldToEmergencyVehicle,,
3410,AccidentTwoWays,2W,0,x10,341010,bypass_L,141.0,2.844,2.844,,0.0,5,route_end,338,,AccidentTwoWays,0.0
3410,AccidentTwoWays,2W,0,x00,341020,keep,,0.027,-0.027,,0.0,5,route_end,301,AccidentTwoWays,,0.0
3410,AccidentTwoWays,2W,0,wnull,341030,bypass_L,141.0,2.844,2.844,,0.0,5,route_end,337,,AccidentTwoWays,0.0
3410,AccidentTwoWays,2W,0,x11,341040,stop,,0.022,-0.022,143.0,0.0,5,after_trigger,873,,AccidentTwoWays,6.0
3410,AccidentTwoWays,2W,0,x01,341050,keep,,0.026,-0.026,,0.0,5,route_end,325,AccidentTwoWays,,4.0
3410,AccidentTwoWays,2W,0,shoulder,341060,keep,,0.027,-0.027,,0.0,5,route_end,301,AccidentTwoWays,,0.0
3410,AccidentTwoWays,2W,0,mirror,341070,stop,,0.019,-0.019,176.0,0.0,5,after_trigger,889,,AccidentTwoWays,10.0
3410,AccidentTwoWays,2W,1,x10,341011,bypass_L,130.0,2.775,2.775,,0.0,5,route_end,301,,AccidentTwoWays,0.0
3410,AccidentTwoWays,2W,1,x00,341021,keep,,0.026,-0.026,,0.0,5,route_end,284,AccidentTwoWays,,0.0
3410,AccidentTwoWays,2W,1,x11,341041,stop,,0.018,-0.018,140.0,0.0,5,after_trigger,857,,AccidentTwoWays,6.0
3410,AccidentTwoWays,2W,1,x01,341051,keep,,0.026,-0.026,,0.0,5,route_end,296,AccidentTwoWays,,4.0
3410,AccidentTwoWays,2W,2,x10,341012,bypass_L,124.0,2.828,2.828,,0.0,5,route_end,282,,AccidentTwoWays,0.0
3410,AccidentTwoWays,2W,2,x00,341022,keep,,0.027,-0.027,,0.0,5,route_end,250,AccidentTwoWays,,0.0
3410,AccidentTwoWays,2W,2,x11,341042,stop,,0.024,-0.024,121.0,0.0,5,after_trigger,857,,AccidentTwoWays,6.0
3410,AccidentTwoWays,2W,2,x01,341052,keep,,0.026,-0.026,,0.0,5,route_end,247,AccidentTwoWays,,3.0
3436,HazardAtSideLaneTwoWays,2W,0,x10,343610,bypass_L,180.0,2.738,2.738,,0.0,5,route_end,301,,HazardAtSideLaneTwoWays,0.0
3436,HazardAtSideLaneTwoWays,2W,0,x00,343620,keep,,0.002,0.002,,0.0,5,route_end,304,HazardAtSideLaneTwoWays,,0.0
3436,HazardAtSideLaneTwoWays,2W,0,wnull,343630,bypass_L,180.0,2.738,2.738,,0.0,5,route_end,301,,HazardAtSideLaneTwoWays,0.0
3436,HazardAtSideLaneTwoWays,2W,0,x11,343640,bypass_L,539.0,2.73,2.73,,0.0,5,route_end,580,,HazardAtSideLaneTwoWays,5.0
3436,HazardAtSideLaneTwoWays,2W,0,x01,343650,keep,,0.004,0.004,,0.0,5,route_end,303,HazardAtSideLaneTwoWays,,0.0
3436,HazardAtSideLaneTwoWays,2W,0,shoulder,343660,keep,,0.002,0.002,,0.0,5,route_end,718,HazardAtSideLaneTwoWays,,0.0
3436,HazardAtSideLaneTwoWays,2W,0,mirror,343670,keep,,0.002,0.002,,0.0,5,route_end,718,,HazardAtSideLaneTwoWays,9.0
3436,HazardAtSideLaneTwoWays,2W,1,x10,343611,bypass_L,157.0,2.738,2.738,,0.0,5,route_end,280,,HazardAtSideLaneTwoWays,0.0
3436,HazardAtSideLaneTwoWays,2W,1,x00,343621,keep,,0.001,-0.001,,0.0,5,route_end,282,HazardAtSideLaneTwoWays,,0.0
3436,HazardAtSideLaneTwoWays,2W,1,x11,343641,bypass_L,583.0,2.727,2.727,,0.0,5,route_end,615,,HazardAtSideLaneTwoWays,5.0
3436,HazardAtSideLaneTwoWays,2W,1,x01,343651,keep,,0.001,-0.001,,0.0,5,route_end,282,HazardAtSideLaneTwoWays,,0.0
3436,HazardAtSideLaneTwoWays,2W,2,x10,343612,bypass_L,153.0,2.738,2.738,,0.0,5,route_end,276,,HazardAtSideLaneTwoWays,0.0
3436,HazardAtSideLaneTwoWays,2W,2,x00,343622,keep,,0.001,-0.001,,0.0,5,route_end,278,HazardAtSideLaneTwoWays,,0.0
3436,HazardAtSideLaneTwoWays,2W,2,x11,343642,bypass_L,536.0,2.731,2.731,,0.0,5,route_end,575,,HazardAtSideLaneTwoWays,5.0
3436,HazardAtSideLaneTwoWays,2W,2,x01,343652,keep,,0.001,-0.001,,0.0,5,route_end,278,HazardAtSideLaneTwoWays,,0.0
3457,ParkedObstacleTwoWays,2W,0,x10,345710,bypass_L,154.0,1.476,1.476,,0.0,5,passed,329,,ParkedObstacleTwoWays,0.0
3457,ParkedObstacleTwoWays,2W,0,x00,345720,keep,,0.002,0.002,,0.0,5,passed,349,ParkedObstacleTwoWays,,0.0
3457,ParkedObstacleTwoWays,2W,0,wnull,345730,bypass_L,193.0,1.519,1.519,,0.0,5,passed,429,,ParkedObstacleTwoWays,1.0
3457,ParkedObstacleTwoWays,2W,0,x11,345740,wait_then_bypass_L,283.0,1.519,1.519,160.0,0.0,5,passed,521,,ParkedObstacleTwoWays,6.0
3457,ParkedObstacleTwoWays,2W,0,x01,345750,keep,,0.003,0.003,,0.0,5,passed,349,ParkedObstacleTwoWays,,5.0
3457,ParkedObstacleTwoWays,2W,0,shoulder,345760,keep,,0.002,0.002,,0.0,5,passed,353,ParkedObstacleTwoWays,,0.0
3457,ParkedObstacleTwoWays,2W,0,mirror,345770,stop,,0.004,0.004,202.0,0.0,5,after_trigger,873,,ParkedObstacleTwoWays,8.0
3457,ParkedObstacleTwoWays,2W,1,x10,345711,bypass_L,132.0,1.478,1.478,294.0,0.0,5,passed,341,,ParkedObstacleTwoWays,1.0
3457,ParkedObstacleTwoWays,2W,1,x00,345721,keep,,0.001,-0.001,,0.0,5,passed,325,ParkedObstacleTwoWays,,0.0
3457,ParkedObstacleTwoWays,2W,1,x11,345741,wait_then_bypass_L,269.0,1.517,1.517,164.0,0.0,5,passed,453,,ParkedObstacleTwoWays,6.0
3457,ParkedObstacleTwoWays,2W,1,x01,345751,keep,,0.005,-0.005,,0.0,5,passed,325,ParkedObstacleTwoWays,,6.0
3457,ParkedObstacleTwoWays,2W,2,x10,345712,bypass_L,129.0,1.485,1.485,,0.0,5,passed,333,,ParkedObstacleTwoWays,1.0
3457,ParkedObstacleTwoWays,2W,2,x00,345722,keep,,0.002,-0.002,,0.0,5,passed,321,ParkedObstacleTwoWays,,0.0
3457,ParkedObstacleTwoWays,2W,2,x11,345742,bypass_L,193.0,1.525,1.525,,0.0,5,passed,421,,ParkedObstacleTwoWays,6.0
3457,ParkedObstacleTwoWays,2W,2,x01,345752,keep,,0.002,-0.002,,0.0,5,passed,321,ParkedObstacleTwoWays,,5.0
3464,VehicleOpensDoorTwoWays,2W,0,x10,346410,bypass_L,154.0,1.096,1.096,,0.0,5,route_end,329,,VehicleOpensDoorTwoWays,0.0
3464,VehicleOpensDoorTwoWays,2W,0,x00,346420,keep,,0.001,-0.001,,0.0,5,route_end,329,VehicleOpensDoorTwoWays,,0.0
3464,VehicleOpensDoorTwoWays,2W,0,wnull,346430,bypass_L,154.0,1.096,1.096,,0.0,5,route_end,329,,VehicleOpensDoorTwoWays,0.0
3464,VehicleOpensDoorTwoWays,2W,0,x11,346440,wait_then_bypass_L,265.0,1.191,1.191,161.0,0.0,5,route_end,455,,VehicleOpensDoorTwoWays,5.0
3464,VehicleOpensDoorTwoWays,2W,0,x01,346450,keep,,0.001,-0.001,,0.0,5,route_end,329,VehicleOpensDoorTwoWays,,4.0
3464,VehicleOpensDoorTwoWays,2W,0,shoulder,346460,stop,,0.006,-0.006,191.0,0.0,5,after_trigger,869,VehicleOpensDoorTwoWays,,1.0
3464,VehicleOpensDoorTwoWays,2W,0,mirror,346470,stop,,0.003,0.003,186.0,0.0,5,after_trigger,869,,VehicleOpensDoorTwoWays,7.0
3464,VehicleOpensDoorTwoWays,2W,1,x10,346411,bypass_L,128.0,1.123,1.123,,0.0,5,route_end,307,,VehicleOpensDoorTwoWays,0.0
3464,VehicleOpensDoorTwoWays,2W,1,x00,346421,keep,,0.001,-0.001,,0.0,5,route_end,307,VehicleOpensDoorTwoWays,,0.0
3464,VehicleOpensDoorTwoWays,2W,1,x11,346441,wait_then_bypass_L,266.0,1.192,1.192,156.0,0.0,5,route_end,443,,VehicleOpensDoorTwoWays,6.0
3464,VehicleOpensDoorTwoWays,2W,1,x01,346451,keep,,0.001,-0.001,,0.0,5,route_end,307,VehicleOpensDoorTwoWays,,6.0
3464,VehicleOpensDoorTwoWays,2W,2,x10,346412,bypass_L,127.0,1.132,1.132,,0.0,5,route_end,292,,VehicleOpensDoorTwoWays,0.0
3464,VehicleOpensDoorTwoWays,2W,2,x00,346422,keep,,0.001,-0.001,,0.0,5,route_end,292,VehicleOpensDoorTwoWays,,0.0
3464,VehicleOpensDoorTwoWays,2W,2,x11,346442,bypass_L,170.0,1.196,1.196,,0.0,5,route_end,345,,VehicleOpensDoorTwoWays,4.0
3464,VehicleOpensDoorTwoWays,2W,2,x01,346452,keep,,0.001,-0.001,,0.0,5,route_end,292,VehicleOpensDoorTwoWays,,4.0
3472,VehicleOpensDoorTwoWays,2W,0,x10,347210,bypass_L,160.0,1.244,1.244,,5.767,69,route_end,268,,VehicleOpensDoorTwoWays,0.0
3472,VehicleOpensDoorTwoWays,2W,0,x00,347220,keep,,0.005,-0.005,,5.134,69,route_end,267,VehicleOpensDoorTwoWays,,0.0
3472,VehicleOpensDoorTwoWays,2W,0,wnull,347230,bypass_L,160.0,1.244,1.244,,5.769,69,route_end,268,,VehicleOpensDoorTwoWays,0.0
3472,VehicleOpensDoorTwoWays,2W,0,x11,347240,bypass_L,160.0,1.227,1.227,,6.049,69,route_end,268,,VehicleOpensDoorTwoWays,5.0
3472,VehicleOpensDoorTwoWays,2W,0,x01,347250,keep,,0.005,-0.005,,5.134,69,route_end,267,VehicleOpensDoorTwoWays,,5.0
3472,VehicleOpensDoorTwoWays,2W,0,shoulder,347260,keep,,0.005,-0.005,,5.134,69,route_end,267,VehicleOpensDoorTwoWays,,0.0
3472,VehicleOpensDoorTwoWays,2W,0,mirror,347270,stop,,0.006,-0.006,166.0,0.0,69,after_trigger,869,,VehicleOpensDoorTwoWays,8.0
3472,VehicleOpensDoorTwoWays,2W,1,x10,347211,bypass_L,151.0,1.227,1.227,,6.963,57,route_end,255,,VehicleOpensDoorTwoWays,0.0
3472,VehicleOpensDoorTwoWays,2W,1,x00,347221,keep,,0.005,-0.005,,6.963,57,route_end,255,VehicleOpensDoorTwoWays,,0.0
3472,VehicleOpensDoorTwoWays,2W,1,x11,347241,wait_then_bypass_L,269.0,1.292,1.292,152.0,0.0,57,route_end,392,,VehicleOpensDoorTwoWays,6.0
3472,VehicleOpensDoorTwoWays,2W,1,x01,347251,keep,,0.004,-0.004,,6.774,57,route_end,256,VehicleOpensDoorTwoWays,,6.0
3472,VehicleOpensDoorTwoWays,2W,2,x10,347212,bypass_L,143.0,1.224,1.224,,8.781,53,route_end,233,,VehicleOpensDoorTwoWays,0.0
3472,VehicleOpensDoorTwoWays,2W,2,x00,347222,keep,,0.005,-0.005,,7.836,53,route_end,225,VehicleOpensDoorTwoWays,,0.0
3472,VehicleOpensDoorTwoWays,2W,2,x11,347242,bypass_L,180.0,1.288,1.288,,0.002,53,route_end,288,,VehicleOpensDoorTwoWays,5.0
3472,VehicleOpensDoorTwoWays,2W,2,x01,347252,keep,,0.005,-0.005,,7.836,53,route_end,225,VehicleOpensDoorTwoWays,,5.0
3476,VehicleOpensDoorTwoWays,2W,0,x10,347610,bypass_L,129.0,1.3,1.3,,7.118,45,route_end,239,,VehicleOpensDoorTwoWays,0.0
3476,VehicleOpensDoorTwoWays,2W,0,x00,347620,keep,,0.002,-0.002,,7.491,45,route_end,220,VehicleOpensDoorTwoWays,,0.0
3476,VehicleOpensDoorTwoWays,2W,0,wnull,347630,bypass_L,129.0,1.3,1.3,,7.118,45,route_end,239,,VehicleOpensDoorTwoWays,0.0
3476,VehicleOpensDoorTwoWays,2W,0,x11,347640,stop,,0.001,0.001,124.0,0.0,45,after_trigger,849,,VehicleOpensDoorTwoWays,0.0
3476,VehicleOpensDoorTwoWays,2W,0,x01,347650,keep,,0.002,-0.002,,7.491,45,route_end,220,VehicleOpensDoorTwoWays,,0.0
3476,VehicleOpensDoorTwoWays,2W,0,shoulder,347660,keep,,0.002,-0.002,,7.491,45,route_end,220,VehicleOpensDoorTwoWays,,0.0
3476,VehicleOpensDoorTwoWays,2W,0,mirror,347670,stop,,0.001,0.001,125.0,0.0,45,after_trigger,849,,VehicleOpensDoorTwoWays,0.0
3476,VehicleOpensDoorTwoWays,2W,1,x10,347611,stop,,0.001,-0.001,164.0,0.0,45,after_trigger,849,,VehicleOpensDoorTwoWays,0.0
3476,VehicleOpensDoorTwoWays,2W,1,x00,347621,keep,,0.001,-0.001,,7.285,45,route_end,252,VehicleOpensDoorTwoWays,,0.0
3476,VehicleOpensDoorTwoWays,2W,1,x11,347641,stop,,0.001,-0.001,164.0,0.0,45,after_trigger,849,,VehicleOpensDoorTwoWays,0.0
3476,VehicleOpensDoorTwoWays,2W,1,x01,347651,keep,,0.001,-0.001,,7.285,45,route_end,252,VehicleOpensDoorTwoWays,,0.0
3476,VehicleOpensDoorTwoWays,2W,2,x10,347612,stop,,0.025,0.025,140.0,0.0,45,after_trigger,849,,VehicleOpensDoorTwoWays,0.0
3476,VehicleOpensDoorTwoWays,2W,2,x00,347622,keep,,0.001,-0.001,,6.344,45,route_end,257,VehicleOpensDoorTwoWays,,0.0
3476,VehicleOpensDoorTwoWays,2W,2,x11,347642,stop,,0.025,0.025,140.0,0.0,45,after_trigger,849,,VehicleOpensDoorTwoWays,0.0
3476,VehicleOpensDoorTwoWays,2W,2,x01,347652,keep,,0.001,-0.001,,6.344,45,route_end,257,VehicleOpensDoorTwoWays,,0.0
3482,VehicleOpensDoorTwoWays,2W,0,x10,348210,stop,,0.028,-0.028,114.0,0.0,5,after_trigger,849,,VehicleOpensDoorTwoWays,0.0
3482,VehicleOpensDoorTwoWays,2W,0,x00,348220,keep,,0.034,-0.034,,0.0,5,route_end,246,VehicleOpensDoorTwoWays,,0.0
3482,VehicleOpensDoorTwoWays,2W,0,wnull,348230,stop,,0.028,-0.028,114.0,0.0,5,after_trigger,849,,VehicleOpensDoorTwoWays,0.0
3482,VehicleOpensDoorTwoWays,2W,0,x11,348240,stop,,0.028,-0.028,114.0,0.0,5,after_trigger,849,,VehicleOpensDoorTwoWays,0.0
3482,VehicleOpensDoorTwoWays,2W,0,x01,348250,keep,,0.034,-0.034,,0.0,5,route_end,246,VehicleOpensDoorTwoWays,,0.0
3482,VehicleOpensDoorTwoWays,2W,0,shoulder,348260,keep,,0.034,-0.034,,0.0,5,route_end,246,VehicleOpensDoorTwoWays,,0.0
3482,VehicleOpensDoorTwoWays,2W,0,mirror,348270,stop,,0.03,-0.03,105.0,0.0,5,after_trigger,849,,VehicleOpensDoorTwoWays,0.0
3482,VehicleOpensDoorTwoWays,2W,1,x10,348211,stop,,0.026,-0.026,143.0,0.0,5,after_trigger,853,,VehicleOpensDoorTwoWays,0.0
3482,VehicleOpensDoorTwoWays,2W,1,x00,348221,keep,,0.032,-0.032,,0.0,5,passed,309,VehicleOpensDoorTwoWays,,0.0
3482,VehicleOpensDoorTwoWays,2W,1,x11,348241,stop,,0.026,-0.026,143.0,0.0,5,after_trigger,853,,VehicleOpensDoorTwoWays,0.0
3482,VehicleOpensDoorTwoWays,2W,1,x01,348251,keep,,0.032,-0.032,,0.0,5,passed,309,VehicleOpensDoorTwoWays,,0.0
3482,VehicleOpensDoorTwoWays,2W,2,x10,348212,stop,,0.028,-0.028,107.0,0.0,5,after_trigger,849,,VehicleOpensDoorTwoWays,0.0
3482,VehicleOpensDoorTwoWays,2W,2,x00,348222,keep,,0.033,-0.033,,0.0,5,route_end,262,VehicleOpensDoorTwoWays,,0.0
3482,VehicleOpensDoorTwoWays,2W,2,x11,348242,stop,,0.028,-0.028,110.0,0.0,5,after_trigger,849,,VehicleOpensDoorTwoWays,0.0
3482,VehicleOpensDoorTwoWays,2W,2,x01,348252,keep,,0.033,-0.033,,0.0,5,route_end,262,VehicleOpensDoorTwoWays,,0.0
3564,InvadingTurn,IT,0,x10,356410,stop,117.0,0.784,-0.784,126.0,0.0,93,after_trigger,853,,InvadingTurn,
3564,InvadingTurn,IT,0,x00,356420,keep,,0.001,-0.001,,7.493,93,route_end,223,InvadingTurn,,
3564,InvadingTurn,IT,0,wnull,356430,stop,117.0,0.784,-0.784,126.0,0.0,93,after_trigger,853,,InvadingTurn,
3564,InvadingTurn,IT,1,x10,356411,stop,114.0,0.783,-0.783,127.0,0.0,61,after_trigger,849,,InvadingTurn,
3564,InvadingTurn,IT,1,x00,356421,keep,,0.001,-0.001,,7.793,61,route_end,220,InvadingTurn,,
3564,InvadingTurn,IT,2,x10,356412,stop,112.0,0.786,-0.786,127.0,0.0,89,after_trigger,849,,InvadingTurn,
3564,InvadingTurn,IT,2,x00,356422,keep,,0.001,-0.001,,7.585,89,route_end,217,InvadingTurn,,
3572,InvadingTurn,IT,0,x10,357210,keep,102.0,0.985,-0.985,,10.127,89,route_end,161,,InvadingTurn,
3572,InvadingTurn,IT,0,x00,357220,keep,,0.002,-0.002,,10.463,89,route_end,160,InvadingTurn,,
3572,InvadingTurn,IT,0,wnull,357230,keep,102.0,0.985,-0.985,,10.127,89,route_end,161,,InvadingTurn,
3572,InvadingTurn,IT,1,x10,357211,keep,96.0,0.981,-0.981,,10.143,61,route_end,155,,InvadingTurn,
3572,InvadingTurn,IT,1,x00,357221,keep,,0.002,-0.002,,9.884,61,route_end,155,InvadingTurn,,
3572,InvadingTurn,IT,2,x10,357212,keep,87.0,0.979,-0.979,,9.956,61,route_end,147,,InvadingTurn,
3572,InvadingTurn,IT,2,x00,357222,keep,,0.002,-0.002,,10.582,61,route_end,145,InvadingTurn,,
3575,InvadingTurn,IT,0,x10,357510,keep,133.0,0.685,-0.685,,11.738,105,route_end,187,,InvadingTurn,
3575,InvadingTurn,IT,0,x00,357520,keep,,0.002,-0.002,,11.738,105,route_end,184,InvadingTurn,,
3575,InvadingTurn,IT,0,wnull,357530,keep,133.0,0.685,-0.685,,11.738,105,route_end,187,,InvadingTurn,
3575,InvadingTurn,IT,1,x10,357511,keep,103.0,0.687,-0.687,,15.401,89,route_end,154,,InvadingTurn,
3575,InvadingTurn,IT,1,x00,357521,keep,,0.002,-0.002,,15.401,89,route_end,154,InvadingTurn,,
3575,InvadingTurn,IT,2,x10,357512,keep,98.0,0.685,-0.685,,9.651,61,route_end,153,,InvadingTurn,
3575,InvadingTurn,IT,2,x00,357522,keep,,0.002,-0.002,,9.651,61,route_end,149,InvadingTurn,,
20920,ConstructionObstacleTwoWays,2W,0,x10,2092010,bypass_L,124.0,3.229,3.229,,0.0,5,route_end,276,,ConstructionObstacleTwoWays,0.0
20920,ConstructionObstacleTwoWays,2W,0,x00,2092020,keep,,0.001,0.001,,0.0,5,route_end,282,ConstructionObstacleTwoWays,,0.0
20920,ConstructionObstacleTwoWays,2W,0,wnull,2092030,bypass_L,124.0,3.229,3.229,,0.0,5,route_end,276,,ConstructionObstacleTwoWays,0.0
20920,ConstructionObstacleTwoWays,2W,0,x11,2092040,wait_then_bypass_L,290.0,2.989,2.989,159.0,0.0,5,route_end,450,,ConstructionObstacleTwoWays,5.0
20920,ConstructionObstacleTwoWays,2W,0,x01,2092050,keep,,0.001,0.001,,0.0,5,route_end,282,ConstructionObstacleTwoWays,,4.0
20920,ConstructionObstacleTwoWays,2W,0,shoulder,2092060,keep,,0.004,0.004,,0.0,5,route_end,282,ConstructionObstacleTwoWays,,0.0
20920,ConstructionObstacleTwoWays,2W,0,mirror,2092070,stop,,0.006,-0.006,136.0,0.0,5,after_trigger,853,,ConstructionObstacleTwoWays,7.0
20920,ConstructionObstacleTwoWays,2W,1,x10,2092011,bypass_L,120.0,3.124,3.124,,0.0,5,route_end,272,,ConstructionObstacleTwoWays,0.0
20920,ConstructionObstacleTwoWays,2W,1,x00,2092021,keep,,0.001,-0.001,,0.0,5,route_end,279,ConstructionObstacleTwoWays,,0.0
20920,ConstructionObstacleTwoWays,2W,1,x11,2092041,stop,,0.004,-0.004,117.0,0.0,5,after_trigger,857,,ConstructionObstacleTwoWays,7.0
20920,ConstructionObstacleTwoWays,2W,1,x01,2092051,keep,,0.001,-0.001,,0.0,5,route_end,279,ConstructionObstacleTwoWays,,5.0
20920,ConstructionObstacleTwoWays,2W,2,x10,2092012,bypass_L,121.0,3.211,3.211,,0.0,5,route_end,273,,ConstructionObstacleTwoWays,0.0
20920,ConstructionObstacleTwoWays,2W,2,x00,2092022,keep,,0.001,-0.001,,0.0,5,route_end,279,ConstructionObstacleTwoWays,,0.0
20920,ConstructionObstacleTwoWays,2W,2,x11,2092042,stop,,0.004,-0.004,128.0,0.0,5,after_trigger,857,,ConstructionObstacleTwoWays,7.0
20920,ConstructionObstacleTwoWays,2W,2,x01,2092052,keep,,0.001,-0.001,,0.0,5,route_end,279,ConstructionObstacleTwoWays,,3.0
24240,Accident,1W,0,x10,2424010,bypass_L,143.0,3.572,3.572,,0.0,5,route_end,235,,Accident,
24240,Accident,1W,0,x00,2424020,keep,,0.114,0.114,,0.0,5,route_end,218,Accident,,
24240,Accident,1W,0,wnull,2424030,bypass_L,143.0,3.572,3.572,,0.0,5,route_end,235,,Accident,
24240,Accident,1W,0,shoulder,2424060,keep,,0.114,0.114,,0.0,5,route_end,218,Accident,,
24240,Accident,1W,1,x10,2424011,bypass_L,150.0,3.56,3.56,,0.0,5,route_end,241,,Accident,
24240,Accident,1W,1,x00,2424021,keep,,0.113,0.113,,0.0,5,route_end,225,Accident,,
24240,Accident,1W,2,x10,2424012,bypass_L,151.0,3.572,3.572,,0.0,5,route_end,241,,Accident,
24240,Accident,1W,2,x00,2424022,keep,,0.11,0.11,,0.0,5,route_end,221,Accident,,
24258,HazardAtSideLaneTwoWays,2W,0,x10,2425810,bypass_L,139.0,3.161,3.161,,2.993,21,route_end,273,,HazardAtSideLaneTwoWays,0.0
24258,HazardAtSideLaneTwoWays,2W,0,x00,2425820,keep,,0.168,-0.168,,2.993,21,route_end,278,HazardAtSideLaneTwoWays,,0.0
24258,HazardAtSideLaneTwoWays,2W,0,wnull,2425830,bypass_L,139.0,3.162,3.162,,2.993,21,route_end,273,,HazardAtSideLaneTwoWays,0.0
24258,HazardAtSideLaneTwoWays,2W,0,x11,2425840,bypass_L,560.0,3.147,3.147,,0.006,21,route_end,623,,HazardAtSideLaneTwoWays,4.0
24258,HazardAtSideLaneTwoWays,2W,0,x01,2425850,keep,,0.166,-0.166,,0.006,21,route_end,293,HazardAtSideLaneTwoWays,,0.0
24258,HazardAtSideLaneTwoWays,2W,0,shoulder,2425860,keep,,0.168,-0.168,,0.003,21,after_trigger,849,HazardAtSideLaneTwoWays,,0.0
24258,HazardAtSideLaneTwoWays,2W,0,mirror,2425870,keep,,0.168,-0.168,,0.015,21,after_trigger,861,,HazardAtSideLaneTwoWays,9.0
24258,HazardAtSideLaneTwoWays,2W,1,x10,2425811,bypass_L,139.0,3.16,3.16,,3.019,21,route_end,273,,HazardAtSideLaneTwoWays,0.0
24258,HazardAtSideLaneTwoWays,2W,1,x00,2425821,keep,,0.168,-0.168,,3.019,21,route_end,278,HazardAtSideLaneTwoWays,,0.0
24258,HazardAtSideLaneTwoWays,2W,1,x11,2425841,bypass_L,606.0,3.143,3.143,,0.0,21,route_end,660,,HazardAtSideLaneTwoWays,5.0
24258,HazardAtSideLaneTwoWays,2W,1,x01,2425851,keep,,0.169,-0.169,,2.059,21,route_end,282,HazardAtSideLaneTwoWays,,0.0
24258,HazardAtSideLaneTwoWays,2W,2,x10,2425812,bypass_L,137.0,3.16,3.16,,2.93,21,route_end,271,,HazardAtSideLaneTwoWays,0.0
24258,HazardAtSideLaneTwoWays,2W,2,x00,2425822,keep,,0.167,-0.167,,2.93,21,route_end,276,HazardAtSideLaneTwoWays,,0.0
24258,HazardAtSideLaneTwoWays,2W,2,x11,2425842,bypass_L,562.0,3.145,3.145,,0.001,21,route_end,621,,HazardAtSideLaneTwoWays,5.0
24258,HazardAtSideLaneTwoWays,2W,2,x01,2425852,keep,,0.167,-0.167,,2.93,21,route_end,278,HazardAtSideLaneTwoWays,,0.0
24367,ConstructionObstacle,1W,0,x10,2436710,bypass_L,113.0,3.497,3.497,,0.0,5,route_end,296,,ConstructionObstacle,
24367,ConstructionObstacle,1W,0,x00,2436720,keep,,0.001,0.001,,0.0,5,route_end,280,ConstructionObstacle,,
24367,ConstructionObstacle,1W,0,wnull,2436730,bypass_L,113.0,3.497,3.497,,0.0,5,route_end,296,,ConstructionObstacle,
